Crop_Name,State,District,Year,Rabi_Area,Rabi_Production,Rabi_Yield,Kharif_Area,Kharif_Production,Kharif_Yield,Winter_Area,Winter_Production,Winter_Yield,Summer_Area,Summer_Production,Summer_Yield,Year_Area,Year_Production,Year_Yield
wheat,Assam,Chirang,2013,1713.6837,2167.9056,1.2651,,,,,,,,,,,,
wheat,Assam,Chirang,2014,1150.6577,1542.8158,1.3408,,,,,,,,,,,,
wheat,Assam,Chirang,2015,962.388,1277.0179,1.3269,,,,,,,,,,,,
wheat,Assam,Chirang,2016,757.896,1049.1786,1.3843,,,,,,,,,,,,
wheat,Assam,Chirang,2017,816.7891,1183.6332,1.4491,,,,,,,,,,,,
wheat,Assam,Chirang,2018,852.5683,1342.9235,1.5752,,,,,,,,,,,,
wheat,Assam,Chirang,2019,870.8151,1281.3414,1.4714,,,,,,,,,,,,
wheat,Assam,Chirang,2020,625.6717,925.5813,1.4793,,,,,,,,,,,,
wheat,Assam,Chirang,2021,484.5065,669.302,1.3814,,,,,,,,,,,,
wheat,Assam,Chirang,2022,272.2209,358.7871,1.318,,,,,,,,,,,,
wheat,Assam,Darrang,1997,2986.9567,3277.0949,1.0971,,,,,,,,,,,,
wheat,Assam,Darrang,1998,3123.8758,3216.7853,1.0297,,,,,,,,,,,,
wheat,Assam,Darrang,1999,3545.2282,4246.124,1.1977,,,,,,,,,,,,
wheat,Assam,Darrang,2000,3176.0355,4164.6244,1.3113,,,,,,,,,,,,
wheat,Assam,Darrang,2001,3653.6226,4548.4871,1.2449,,,,,,,,,,,,
wheat,Assam,Darrang,2002,4569.677,5444.9816,1.1915,,,,,,,,,,,,
wheat,Assam,Darrang,2003,4921.7548,4474.3226,0.9091,,,,,,,,,,,,
wheat,Assam,Darrang,2004,5052.969,4432.7578,0.8773,,,,,,,,,,,,
wheat,Assam,Darrang,2005,1244.4974,1804.3989,1.4499,,,,,,,,,,,,
wheat,Assam,Darrang,2006,1171.9628,1439.2812,1.2281,,,,,,,,,,,,
wheat,Assam,Darrang,2007,1634.065,1718.8245,1.0519,,,,,,,,,,,,
wheat,Assam,Darrang,2008,1907.9033,1640.5849,0.8599,,,,,,,,,,,,
wheat,Assam,Darrang,2009,2466.9899,2400.1603,0.9729,,,,,,,,,,,,
wheat,Assam,Darrang,2010,2377.3404,4267.3138,1.795,,,,,,,,,,,,
wheat,Assam,Darrang,2011,1696.8196,2000.8127,1.1792,,,,,,,,,,,,
wheat,Assam,Darrang,2012,855.7448,973.919,1.1381,,,,,,,,,,,,
wheat,Assam,Darrang,2013,1216.7875,1224.9375,1.0067,,,,,,,,,,,,
wheat,Assam,Darrang,2014,642.2161,781.5802,1.217,,,,,,,,,,,,
wheat,Assam,Darrang,2015,561.5316,591.6864,1.0537,,,,,,,,,,,,
wheat,Assam,Darrang,2016,289.3232,418.0924,1.4451,,,,,,,,,,,,
wheat,Assam,Darrang,2017,233.0886,229.0136,0.9825,,,,,,,,,,,,
wheat,Assam,Darrang,2018,184.1889,311.3281,1.6903,,,,,,,,,,,,
wheat,Assam,Darrang,2019,78.2395,119.8043,1.5312,,,,,,,,,,,,
wheat,Assam,Darrang,2020,34.2298,48.8997,1.4286,,,,,,,,,,,,
wheat,Assam,Darrang,2021,27.7098,33.4148,1.2059,,,,,,,,,,,,
wheat,Assam,Darrang,2022,30.9698,44.0097,1.4211,,,,,,,,,,,,
wheat,Assam,Dhemaji,1997,3500.0,4463.0,1.2751,,,,,,,,,,,,
wheat,Assam,Dhemaji,1998,3666.0,2476.0,0.6754,,,,,,,,,,,,
wheat,Assam,Dhemaji,1999,2977.0,2877.0,0.9664,,,,,,,,,,,,
wheat,Assam,Dhemaji,2000,1156.0,1150.0,0.9948,,,,,,,,,,,,
wheat,Assam,Dhemaji,2001,1140.0,1559.0,1.3675,,,,,,,,,,,,
wheat,Assam,Dhemaji,2002,1405.0,1728.0,1.2299,,,,,,,,,,,,
wheat,Assam,Dhemaji,2003,2210.0,1043.0,0.4719,,,,,,,,,,,,
wheat,Assam,Dhemaji,2004,815.0,802.0,0.984,,,,,,,,,,,,
wheat,Assam,Dhemaji,2005,210.0,67.0,0.319,,,,,,,,,,,,
wheat,Assam,Dhemaji,2006,555.0,196.0,0.3532,,,,,,,,,,,,
wheat,Assam,Dhemaji,2007,506.0,358.0,0.7075,,,,,,,,,,,,
wheat,Assam,Dhemaji,2008,515.0,290.0,0.5631,,,,,,,,,,,,
wheat,Assam,Dhemaji,2009,505.0,594.0,1.1762,,,,,,,,,,,,
wheat,Assam,Dhemaji,2010,477.0,518.0,1.086,,,,,,,,,,,,
wheat,Assam,Dhemaji,2011,397.0,203.0,0.5113,,,,,,,,,,,,
wheat,Assam,Dhemaji,2012,402.0,523.0,1.301,,,,,,,,,,,,
wheat,Assam,Dhemaji,2013,142.0,64.0,0.4507,,,,,,,,,,,,
wheat,Assam,Dhemaji,2014,92.0,40.0,0.4348,,,,,,,,,,,,
wheat,Assam,Dhemaji,2015,27.0,12.0,0.4444,,,,,,,,,,,,
wheat,Assam,Dhemaji,2016,25.0,10.0,0.4,,,,,,,,,,,,
wheat,Assam,Dhemaji,2017,1.0,1.0,1.0,,,,,,,,,,,,
wheat,Assam,Dhemaji,2018,2.0,2.0,1.0,,,,,,,,,,,,
wheat,Assam,Dhemaji,2019,1.0,1.0,1.0,,,,,,,,,,,,
wheat,Assam,Dhemaji,2020,1.0,1.0,1.0,,,,,,,,,,,,
wheat,Assam,Dhemaji,2021,47.0,59.0,1.2553,,,,,,,,,,,,
wheat,Assam,Dhemaji,2022,62.0,81.0,1.3065,,,,,,,,,,,,
wheat,Assam,Dhubri,1997,9827.0128,13501.2506,1.3739,,,,,,,,,,,,
wheat,Assam,Dhubri,1997,4301.635,5909.9802,1.3739,,,,,,,,,,,,
wheat,Assam,Dhubri,1998,9536.5592,8281.6922,0.8684,,,,,,,,,,,,
wheat,Assam,Dhubri,1998,4174.493,3625.1929,0.8684,,,,,,,,,,,,
wheat,Assam,Dhubri,1999,7186.0367,10470.8516,1.4571,,,,,,,,,,,,
wheat,Assam,Dhubri,1999,3145.5853,4583.4662,1.4571,,,,,,,,,,,,
wheat,Assam,Dhubri,2000,7102.6658,9470.9382,1.3334,,,,,,,,,,,,
wheat,Assam,Dhubri,2000,3109.0908,4145.7684,1.3334,,,,,,,,,,,,
wheat,Assam,Dhubri,2001,7237.135,8421.0023,1.1636,,,,,,,,,,,,
wheat,Assam,Dhubri,2001,3167.9528,3686.1739,1.1636,,,,,,,,,,,,
wheat,Assam,Dhubri,2002,6290.4715,7409.2557,1.1779,,,,,,,,,,,,
wheat,Assam,Dhubri,2002,2753.5644,3243.2962,1.1779,,,,,,,,,,,,
wheat,Assam,Dhubri,2003,5755.2839,7782.0044,1.3521,,,,,,,,,,,,
wheat,Assam,Dhubri,2003,2519.2936,3406.4617,1.3521,,,,,,,,,,,,
wheat,Assam,Dhubri,2004,4680.6057,3965.7671,0.8473,,,,,,,,,,,,
wheat,Assam,Dhubri,2004,2048.8685,1735.9581,0.8473,,,,,,,,,,,,
wheat,Assam,Dhubri,2005,4246.001,3831.2979,0.9023,,,,,,,,,,,,
wheat,Assam,Dhubri,2005,1858.6265,1677.0961,0.9023,,,,,,,,,,,,
wheat,Assam,Dhubri,2006,3835.063,4796.2492,1.2506,,,,,,,,,,,,
wheat,Assam,Dhubri,2006,1678.7442,2099.4898,1.2506,,,,,,,,,,,,
wheat,Assam,Dhubri,2007,3615.6092,4932.3321,1.3642,,,,,,,,,,,,
wheat,Assam,Dhubri,2007,1582.6815,2159.0582,1.3642,,,,,,,,,,,,
wheat,Assam,Dhubri,2008,3488.1323,4354.1143,1.2483,,,,,,,,,,,,
wheat,Assam,Dhubri,2008,1526.8803,1905.9516,1.2483,,,,,,,,,,,,
wheat,Assam,Dhubri,2009,3641.4273,4073.3425,1.1186,,,,,,,,,,,,
wheat,Assam,Dhubri,2009,1593.983,1783.0477,1.1186,,,,,,,,,,,,
wheat,Assam,Dhubri,2010,1984.7661,2128.9172,1.0726,,,,,,,,,,,,
wheat,Assam,Dhubri,2010,868.8031,931.9032,1.0726,,,,,,,,,,,,
wheat,Assam,Dhubri,2011,1804.5773,2259.0834,1.2519,,,,,,,,,,,,
wheat,Assam,Dhubri,2011,789.928,988.8816,1.2519,,,,,,,,,,,,
wheat,Assam,Dhubri,2012,1538.3282,2107.4021,1.3699,,,,,,,,,,,,
wheat,Assam,Dhubri,2012,673.3813,922.4853,1.3699,,,,,,,,,,,,
wheat,Assam,Dhubri,2013,1368.897,1610.4037,1.1764,,,,,,,,,,,,
wheat,Assam,Dhubri,2013,599.2152,704.9313,1.1764,,,,,,,,,,,,
wheat,Assam,Dhubri,2014,1570.6008,2326.318,1.4812,,,,,,,,,,,,
wheat,Assam,Dhubri,2014,687.5082,1018.3126,1.4812,,,,,,,,,,,,
wheat,Assam,Dhubri,2015,1436.1316,2024.0312,1.4094,,,,,,,,,,,,
wheat,Assam,Dhubri,2015,628.6462,885.9908,1.4094,,,,,,,,,,,,
wheat,Assam,Dhubri,2016,1435.0558,1924.5239,1.3411,,,,,,,,,,,,
wheat,Assam,Dhubri,2016,628.1753,842.4329,1.3411,,,,,,,,,,,,
wheat,Assam,Dhubri,2017,1480.7754,2052.0008,1.3858,,,,,,,,,,,,
wheat,Assam,Dhubri,2017,648.1883,898.2341,1.3858,,,,,,,,,,,,
wheat,Assam,Dhubri,2018,1307.0411,1951.9556,1.4934,,,,,,,,,,,,
wheat,Assam,Dhubri,2018,572.1386,854.4408,1.4934,,,,,,,,,,,,
wheat,Assam,Dhubri,2019,584.6723,743.8839,1.2723,,,,,,,,,,,,
wheat,Assam,Dhubri,2019,255.932,325.6246,1.2723,,,,,,,,,,,,
wheat,Assam,Dhubri,2020,188.257,270.0143,1.4343,,,,,,,,,,,,
wheat,Assam,Dhubri,2020,82.4068,118.1949,1.4343,,,,,,,,,,,,
wheat,Assam,Dhubri,2021,201.7039,331.8701,1.6453,,,,,,,,,,,,
wheat,Assam,Dhubri,2021,88.293,145.2714,1.6453,,,,,,,,,,,,
wheat,Assam,Dhubri,2022,184.4918,303.9005,1.6472,,,,,,,,,,,,
wheat,Assam,Dhubri,2022,80.7587,133.0281,1.6472,,,,,,,,,,,,
wheat,Assam,Dibrugarh,1997,887.0,1040.0,1.1725,,,,,,,,,,,,
wheat,Assam,Dibrugarh,1998,1916.0,1487.0,0.7761,,,,,,,,,,,,
wheat,Assam,Dibrugarh,1999,1882.0,2533.0,1.3459,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2000,942.0,934.0,0.9915,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2001,1334.0,2002.0,1.5007,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2002,946.0,1195.0,1.2632,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2003,415.0,410.0,0.988,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2004,375.0,236.0,0.6293,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2005,57.0,61.0,1.0702,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2006,86.0,65.0,0.7558,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2007,128.0,162.0,1.2656,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2008,156.0,170.0,1.0897,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2009,208.0,226.0,1.0865,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2010,123.0,154.0,1.252,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2011,26.0,31.0,1.1923,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2012,8.0,10.0,1.25,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2013,8.0,10.0,1.25,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2014,34.0,41.0,1.2059,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2015,3.0,4.0,1.3333,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2016,3.0,4.0,1.3333,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2017,2.0,3.0,1.5,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2019,9.0,11.0,1.2222,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2021,55.0,69.0,1.2545,,,,,,,,,,,,
wheat,Assam,Dibrugarh,2022,55.0,72.0,1.3091,,,,,,,,,,,,
wheat,Assam,Dima Hasao,1997,56.0,73.0,1.3036,,,,,,,,,,,,
wheat,Assam,Dima Hasao,1998,50.0,51.0,1.02,,,,,,,,,,,,
wheat,Assam,Dima Hasao,1999,58.0,74.0,1.2759,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2000,58.0,70.0,1.2069,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2001,59.0,70.0,1.1864,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2002,56.0,63.0,1.125,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2003,56.0,59.0,1.0536,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2004,56.0,60.0,1.0714,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2005,47.0,51.0,1.0851,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2006,46.0,52.0,1.1304,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2007,40.0,51.0,1.275,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2008,45.0,49.0,1.0889,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2009,41.0,45.0,1.0976,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2010,41.0,51.0,1.2439,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2011,25.0,30.0,1.2,,,,,,,,,,,,
wheat,Assam,Dima Hasao,2014,11.0,13.0,1.1818,,,,,,,,,,,,
wheat,Assam,Goalpara,1997,4720.0,7722.0,1.636,,,,,,,,,,,,
wheat,Assam,Goalpara,1998,4000.0,4116.0,1.029,,,,,,,,,,,,
wheat,Assam,Goalpara,1999,4100.0,5912.0,1.442,,,,,,,,,,,,
wheat,Assam,Goalpara,2000,4000.0,7892.0,1.973,,,,,,,,,,,,
wheat,Assam,Goalpara,2001,4000.0,6072.0,1.518,,,,,,,,,,,,
wheat,Assam,Goalpara,2002,3856.0,5622.0,1.458,,,,,,,,,,,,
wheat,Assam,Goalpara,2003,3639.0,5269.0,1.4479,,,,,,,,,,,,
wheat,Assam,Goalpara,2004,2468.0,3445.0,1.3959,,,,,,,,,,,,
wheat,Assam,Goalpara,2005,2820.0,3745.0,1.328,,,,,,,,,,,,
wheat,Assam,Goalpara,2006,2512.0,4175.0,1.662,,,,,,,,,,,,
wheat,Assam,Goalpara,2007,2468.0,3919.0,1.5879,,,,,,,,,,,,
wheat,Assam,Goalpara,2008,2410.0,4097.0,1.7,,,,,,,,,,,,
wheat,Assam,Goalpara,2009,2550.0,4292.0,1.6831,,,,,,,,,,,,
wheat,Assam,Goalpara,2010,2200.0,2902.0,1.3191,,,,,,,,,,,,
wheat,Assam,Goalpara,2011,2250.0,3375.0,1.5,,,,,,,,,,,,
wheat,Assam,Goalpara,2012,2750.0,4389.0,1.596,,,,,,,,,,,,
wheat,Assam,Goalpara,2013,2900.0,3895.0,1.3431,,,,,,,,,,,,
wheat,Assam,Goalpara,2014,2512.0,1977.0,0.787,,,,,,,,,,,,
wheat,Assam,Goalpara,2015,2250.0,3083.0,1.3702,,,,,,,,,,,,
wheat,Assam,Goalpara,2016,1139.0,1583.0,1.3898,,,,,,,,,,,,
wheat,Assam,Goalpara,2017,1213.0,1753.0,1.4452,,,,,,,,,,,,
wheat,Assam,Goalpara,2018,1208.0,1655.0,1.37,,,,,,,,,,,,
wheat,Assam,Goalpara,2019,743.0,946.0,1.2732,,,,,,,,,,,,
wheat,Assam,Goalpara,2020,737.0,1055.0,1.4315,,,,,,,,,,,,
wheat,Assam,Goalpara,2021,727.0,1034.0,1.4223,,,,,,,,,,,,
wheat,Assam,Goalpara,2022,705.0,866.0,1.2284,,,,,,,,,,,,
wheat,Assam,Golaghat,1997,759.0,687.0,0.9051,,,,,,,,,,,,
wheat,Assam,Golaghat,1998,1202.0,993.0,0.8261,,,,,,,,,,,,
wheat,Assam,Golaghat,1999,1499.0,1169.0,0.7799,,,,,,,,,,,,
wheat,Assam,Golaghat,2000,1560.0,1505.0,0.9647,,,,,,,,,,,,
wheat,Assam,Golaghat,2001,1392.0,1049.0,0.7536,,,,,,,,,,,,
wheat,Assam,Golaghat,2002,1398.0,1274.0,0.9113,,,,,,,,,,,,
wheat,Assam,Golaghat,2003,1418.0,1904.0,1.3427,,,,,,,,,,,,
wheat,Assam,Golaghat,2004,1500.0,1526.0,1.0173,,,,,,,,,,,,
wheat,Assam,Golaghat,2005,1320.0,1249.0,0.9462,,,,,,,,,,,,
wheat,Assam,Golaghat,2006,1550.0,1989.0,1.2832,,,,,,,,,,,,
wheat,Assam,Golaghat,2007,1596.0,1389.0,0.8703,,,,,,,,,,,,
wheat,Assam,Golaghat,2008,975.0,464.0,0.4759,,,,,,,,,,,,
wheat,Assam,Golaghat,2009,1074.0,754.0,0.702,,,,,,,,,,,,
wheat,Assam,Golaghat,2010,1051.0,725.0,0.6898,,,,,,,,,,,,
wheat,Assam,Golaghat,2011,422.0,511.0,1.2109,,,,,,,,,,,,
wheat,Assam,Golaghat,2012,416.0,257.0,0.6178,,,,,,,,,,,,
wheat,Assam,Golaghat,2013,161.0,144.0,0.8944,,,,,,,,,,,,
wheat,Assam,Golaghat,2014,130.0,63.0,0.4846,,,,,,,,,,,,
wheat,Assam,Golaghat,2015,130.0,101.0,0.7769,,,,,,,,,,,,
wheat,Assam,Golaghat,2016,128.0,172.0,1.3438,,,,,,,,,,,,
wheat,Assam,Golaghat,2017,127.0,176.0,1.3858,,,,,,,,,,,,
wheat,Assam,Golaghat,2018,122.0,171.0,1.4016,,,,,,,,,,,,
wheat,Assam,Golaghat,2019,104.0,133.0,1.2788,,,,,,,,,,,,
wheat,Assam,Golaghat,2020,77.0,106.0,1.3766,,,,,,,,,,,,
wheat,Assam,Golaghat,2021,77.0,96.0,1.2468,,,,,,,,,,,,
wheat,Assam,Golaghat,2022,316.0,282.0,0.8924,,,,,,,,,,,,
wheat,Assam,Hailakandi,1998,15.0,15.0,1.0,,,,,,,,,,,,
wheat,Assam,Hailakandi,1999,10.0,13.0,1.3,,,,,,,,,,,,
wheat,Assam,Hailakandi,2000,5.0,6.0,1.2,,,,,,,,,,,,
wheat,Assam,Hailakandi,2001,25.0,30.0,1.2,,,,,,,,,,,,
wheat,Assam,Hailakandi,2002,5.0,6.0,1.2,,,,,,,,,,,,
wheat,Assam,Hailakandi,2003,4.0,4.0,1.0,,,,,,,,,,,,
wheat,Assam,Hailakandi,2004,7.0,7.0,1.0,,,,,,,,,,,,
wheat,Assam,Hailakandi,2005,4.0,4.0,1.0,,,,,,,,,,,,
wheat,Assam,Hailakandi,2006,35.0,40.0,1.1429,,,,,,,,,,,,
wheat,Assam,Hailakandi,2007,70.0,88.0,1.2571,,,,,,,,,,,,
wheat,Assam,Hailakandi,2009,35.0,38.0,1.0857,,,,,,,,,,,,
wheat,Assam,Hailakandi,2010,50.0,63.0,1.26,,,,,,,,,,,,
wheat,Assam,Hailakandi,2019,1238.0,1576.0,1.273,,,,,,,,,,,,
wheat,Assam,Jorhat,1997,1511.7942,1828.5511,1.2095,,,,,,,,,,,,
wheat,Assam,Jorhat,1997,588.2058,711.4489,1.2095,,,,,,,,,,,,
wheat,Assam,Jorhat,1998,2958.7972,2693.8733,0.9105,,,,,,,,,,,,
wheat,Assam,Jorhat,1998,1151.2028,1048.1267,0.9105,,,,,,,,,,,,
wheat,Assam,Jorhat,1999,998.5041,1225.2732,1.2271,,,,,,,,,,,,
wheat,Assam,Jorhat,1999,388.4959,476.7268,1.2271,,,,,,,,,,,,
wheat,Assam,Jorhat,2000,1004.2633,1197.197,1.1921,,,,,,,,,,,,
wheat,Assam,Jorhat,2000,390.7367,465.803,1.1921,,,,,,,,,,,,
wheat,Assam,Jorhat,2001,1216.6344,1566.5068,1.2876,,,,,,,,,,,,
wheat,Assam,Jorhat,2001,473.3656,609.4932,1.2876,,,,,,,,,,,,
wheat,Assam,Jorhat,2002,547.1255,722.0617,1.3197,,,,,,,,,,,,
wheat,Assam,Jorhat,2002,212.8745,280.9383,1.3197,,,,,,,,,,,,
wheat,Assam,Jorhat,2003,784.6932,992.025,1.2642,,,,,,,,,,,,
wheat,Assam,Jorhat,2003,305.3068,385.975,1.2642,,,,,,,,,,,,
wheat,Assam,Jorhat,2004,536.327,629.9142,1.1745,,,,,,,,,,,,
wheat,Assam,Jorhat,2004,208.673,245.0858,1.1745,,,,,,,,,,,,
wheat,Assam,Jorhat,2005,936.5925,1010.7424,1.0792,,,,,,,,,,,,
wheat,Assam,Jorhat,2005,364.4075,393.2576,1.0792,,,,,,,,,,,,
wheat,Assam,Jorhat,2006,245.4866,339.7937,1.3842,,,,,,,,,,,,
wheat,Assam,Jorhat,2006,95.5134,132.2063,1.3842,,,,,,,,,,,,
wheat,Assam,Jorhat,2007,243.3269,339.7937,1.3964,,,,,,,,,,,,
wheat,Assam,Jorhat,2007,94.6731,132.2063,1.3964,,,,,,,,,,,,
wheat,Assam,Jorhat,2008,251.2458,291.5603,1.1605,,,,,,,,,,,,
wheat,Assam,Jorhat,2008,97.7542,113.4397,1.1605,,,,,,,,,,,,
wheat,Assam,Jorhat,2009,174.2163,223.8895,1.2851,,,,,,,,,,,,
wheat,Assam,Jorhat,2009,67.7837,87.1105,1.2851,,,,,,,,,,,,
wheat,Assam,Jorhat,2010,82.7887,71.9902,0.8696,,,,,,,,,,,,
wheat,Assam,Jorhat,2010,32.2113,28.0098,0.8696,,,,,,,,,,,,
wheat,Assam,Jorhat,2011,15.8378,15.8378,1.0,,,,,,,,,,,,
wheat,Assam,Jorhat,2011,6.1622,6.1622,1.0,,,,,,,,,,,,
wheat,Assam,Jorhat,2012,28.0762,36.715,1.3077,,,,,,,,,,,,
wheat,Assam,Jorhat,2012,10.9238,14.285,1.3077,,,,,,,,,,,,
wheat,Assam,Jorhat,2013,29.516,38.8747,1.3171,,,,,,,,,,,,
wheat,Assam,Jorhat,2013,11.484,15.1253,1.3171,,,,,,,,,,,,
wheat,Assam,Jorhat,2014,10.0786,12.2383,1.2143,,,,,,,,,,,,
wheat,Assam,Jorhat,2014,3.9214,4.7617,1.2143,,,,,,,,,,,,
wheat,Assam,Jorhat,2015,5.7592,7.199,1.25,,,,,,,,,,,,
wheat,Assam,Jorhat,2015,2.2408,2.801,1.25,,,,,,,,,,,,
wheat,Assam,Jorhat,2016,2.8796,3.5995,1.25,,,,,,,,,,,,
wheat,Assam,Jorhat,2016,1.1204,1.4005,1.25,,,,,,,,,,,,
wheat,Assam,Jorhat,2017,2.8796,4.3194,1.5,,,,,,,,,,,,
wheat,Assam,Jorhat,2017,1.1204,1.6806,1.5,,,,,,,,,,,,
wheat,Assam,Jorhat,2018,3.5995,5.0393,1.4,,,,,,,,,,,,
wheat,Assam,Jorhat,2018,1.4005,1.9607,1.4,,,,,,,,,,,,
wheat,Assam,Jorhat,2019,10.0786,12.9582,1.2857,,,,,,,,,,,,
wheat,Assam,Jorhat,2019,3.9214,5.0418,1.2857,,,,,,,,,,,,
wheat,Assam,Jorhat,2020,0.7199,0.7199,1.0,,,,,,,,,,,,
wheat,Assam,Jorhat,2020,0.2801,0.2801,1.0,,,,,,,,,,,,
wheat,Assam,Jorhat,2021,0.7199,0.7199,1.0,,,,,,,,,,,,
wheat,Assam,Jorhat,2021,0.2801,0.2801,1.0,,,,,,,,,,,,
wheat,Assam,Jorhat,2022,15.8378,20.8772,1.3182,,,,,,,,,,,,
wheat,Assam,Jorhat,2022,6.1622,8.1228,1.3182,,,,,,,,,,,,
wheat,Assam,Kamrup,1997,6442.0,7614.0,1.1819,,,,,,,,,,,,
wheat,Assam,Kamrup,1998,6431.0,6940.0,1.0791,,,,,,,,,,,,
wheat,Assam,Kamrup,1999,6729.0,8325.0,1.2372,,,,,,,,,,,,
wheat,Assam,Kamrup,2000,6790.0,6675.0,0.9831,,,,,,,,,,,,
wheat,Assam,Kamrup,2001,6282.0,8253.0,1.3138,,,,,,,,,,,,
wheat,Assam,Kamrup,2002,5983.0,5452.0,0.9112,,,,,,,,,,,,
wheat,Assam,Kamrup,2003,5775.0,4773.0,0.8265,,,,,,,,,,,,
wheat,Assam,Kamrup,2004,4106.0,5093.0,1.2404,,,,,,,,,,,,
wheat,Assam,Kamrup,2005,2503.0,2846.0,1.137,,,,,,,,,,,,
wheat,Assam,Kamrup,2006,2689.0,4985.0,1.8538,,,,,,,,,,,,
wheat,Assam,Kamrup,2007,3013.0,4352.0,1.4444,,,,,,,,,,,,
wheat,Assam,Kamrup,2008,2836.0,3533.0,1.2458,,,,,,,,,,,,
wheat,Assam,Kamrup,2009,2566.0,3348.0,1.3048,,,,,,,,,,,,
wheat,Assam,Kamrup,2010,2110.0,2773.0,1.3142,,,,,,,,,,,,
wheat,Assam,Kamrup,2011,1903.0,1935.0,1.0168,,,,,,,,,,,,
wheat,Assam,Kamrup,2012,1846.0,2052.0,1.1116,,,,,,,,,,,,
wheat,Assam,Kamrup,2013,1963.0,2313.0,1.1783,,,,,,,,,,,,
wheat,Assam,Kamrup,2014,1335.0,1392.0,1.0427,,,,,,,,,,,,
wheat,Assam,Kamrup,2015,1247.0,1230.0,0.9864,,,,,,,,,,,,
wheat,Assam,Kamrup,2016,831.0,1063.0,1.2792,,,,,,,,,,,,
wheat,Assam,Kamrup,2017,636.0,830.0,1.305,,,,,,,,,,,,
wheat,Assam,Kamrup,2018,367.0,390.0,1.0627,,,,,,,,,,,,
wheat,Assam,Kamrup,2019,361.0,304.0,0.8421,,,,,,,,,,,,
wheat,Assam,Kamrup,2020,329.0,322.0,0.9787,,,,,,,,,,,,
wheat,Assam,Kamrup,2021,306.0,387.0,1.2647,,,,,,,,,,,,
wheat,Assam,Kamrup,2022,458.0,518.0,1.131,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,1997,1268.4592,1910.1005,1.5058,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,1997,528.5408,795.8995,1.5058,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,1998,1302.3412,1884.6889,1.4472,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,1998,542.6588,785.3111,1.4472,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,1999,970.5795,1451.2811,1.4953,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,1999,404.4205,604.7189,1.4953,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2000,962.8149,1514.8099,1.5733,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2000,401.1851,631.1901,1.5733,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2001,954.3444,1466.1045,1.5362,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2001,397.6556,610.8955,1.5362,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2002,958.5796,1334.1056,1.3918,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2002,399.4204,555.8944,1.3918,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2003,900.6978,1208.4597,1.3417,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2003,375.3022,503.5403,1.3417,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2004,1000.9322,1461.1633,1.4598,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2004,417.0678,608.8367,1.4598,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2005,798.3458,1024.2261,1.2829,,,,,,,,,,,,
wheat,Assam,Karbi Anglong,2005,332.6542,426.7739,1.2829,,,,,,,,,,,,
