Crop_Name,State,District,Year,Rabi_Area,Rabi_Production,Rabi_Yield,Kharif_Area,Kharif_Production,Kharif_Yield,Winter_Area,Winter_Production,Winter_Yield,Summer_Area,Summer_Production,Summer_Yield,Year_Area,Year_Production,Year_Yield
wheat,Andhra Pradesh,Anantapur,1997,160.5066,107.0044,0.6667,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,1997,139.4934,92.9956,0.6667,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,1998,214.0088,107.0044,0.5,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,1998,185.9912,92.9956,0.5,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,1999,234.8747,157.2965,0.6697,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,1999,204.1253,136.7035,0.6697,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2000,278.2114,158.9015,0.5712,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2000,241.7886,138.0985,0.5712,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2001,164.2518,113.9597,0.6938,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2001,142.7482,99.0403,0.6938,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2002,193.678,178.1623,0.9199,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2002,168.322,154.8377,0.9199,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2003,221.4991,65.8077,0.2971,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2003,192.5009,57.1923,0.2971,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2004,210.2636,47.0819,0.2239,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2004,182.7364,40.9181,0.2239,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2005,158.9015,93.6288,0.5892,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2005,138.0985,81.3712,0.5892,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2006,101.6542,26.7511,0.2632,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2006,88.3458,23.2489,0.2632,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2008,87.7436,116.0998,1.3232,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2008,76.2564,100.9002,1.3232,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2009,95.7689,51.8971,0.5419,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2009,83.2311,45.1029,0.5419,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2010,70.0879,91.4888,1.3053,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2010,60.9121,79.5112,1.3053,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2011,40.1266,53.5022,1.3333,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2011,34.8734,46.4978,1.3333,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2013,33.1714,20.8659,0.629,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2013,28.8286,18.1341,0.629,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2015,10.1654,6.4203,0.6316,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2015,8.8346,5.5797,0.6316,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2017,4.2802,3.2101,0.75,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2017,3.7198,2.7899,0.75,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2019,5.3502,1.6051,0.3,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2019,4.6498,1.3949,0.3,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2020,11.2355,17.1207,1.5238,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2020,9.7645,14.8793,1.5238,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2021,7.4903,6.9553,0.9286,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2021,6.5097,6.0447,0.9286,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2022,5.3502,5.3502,1.0,,,,,,,,,,,,
wheat,Andhra Pradesh,Anantapur,2022,4.6498,4.6498,1.0,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2000,2.2281,1.3369,0.6,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2000,1.5121,0.9073,0.6,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2001,1.7825,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2001,1.2097,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2002,2.2281,3.1194,1.4,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2002,1.5121,2.1169,1.4,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2003,3.1194,0.8912,0.2857,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2003,2.1169,0.6048,0.2857,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2004,0.8912,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2004,0.6048,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2006,1.7825,0.4456,0.25,,,,,,,,,,,,
wheat,Andhra Pradesh,Chittoor,2006,1.2097,0.3024,0.25,,,,,,,,,,,,
wheat,Andhra Pradesh,East Godavari,2017,,,,1.5897,1.1128,0.7,,,,,,,,,
wheat,Andhra Pradesh,East Godavari,2020,,,,0.3179,0.4769,1.5,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2001,1.7985,1.199,0.6667,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2002,8.7526,8.0332,0.9178,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2010,6.552,8.5328,1.3023,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2010,9.1938,11.9734,1.3023,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2010,27.2542,35.4938,1.3023,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2018,0.1199,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2019,0.1524,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2019,0.2138,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2019,0.6338,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2020,0.577,1.0017,1.7359,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2020,0.6414,1.069,1.6667,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2020,1.9015,3.1691,1.6667,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2021,0.3047,0.3047,1.0,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2021,0.4276,0.4276,1.0,,,,,,,,,,,,
wheat,Andhra Pradesh,Guntur,2021,1.2676,1.2676,1.0,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,1997,269.037,134.5185,0.5,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,1997,330.963,165.4815,0.5,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,1998,313.8765,179.358,0.5714,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,1998,386.1235,220.642,0.5714,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,1999,353.7837,237.201,0.6705,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,1999,435.2163,291.799,0.6705,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2000,381.1357,217.0232,0.5694,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2000,468.8642,266.9768,0.5694,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2001,566.7713,392.794,0.693,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2001,697.2287,483.206,0.693,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2002,421.9397,388.7585,0.9214,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2002,519.0603,478.2415,0.9214,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2003,311.1861,92.3694,0.2968,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2003,382.8139,113.6306,0.2968,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2004,176.2192,39.4588,0.2239,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2004,216.7808,48.5412,0.2239,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2005,318.8088,187.4291,0.5879,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2005,392.1912,230.5709,0.5879,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2006,300.4246,78.9175,0.2627,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2006,369.5754,97.0825,0.2627,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2008,334.9511,181.6,0.5422,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2008,412.0489,223.4,0.5422,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2009,246.6172,112.5471,0.4564,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2009,303.3828,138.4529,0.4564,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2010,252.4464,362.3032,1.4352,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2010,310.5536,445.6968,1.4352,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2011,99.0953,108.96,1.0995,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2011,121.9047,134.04,1.0995,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2013,122.8602,90.5758,0.7372,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2013,151.1398,111.4242,0.7372,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2014,20.6262,27.3521,1.3261,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2014,25.3738,33.6479,1.3261,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2015,63.2237,44.8395,0.7092,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2015,77.7763,55.1605,0.7092,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2016,14.3486,33.1812,2.3125,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2016,17.6514,40.8188,2.3125,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2017,7.1743,4.9323,0.6875,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2017,8.8257,6.0677,0.6875,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2018,45.2879,8.5195,0.1881,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2018,55.7121,10.4805,0.1881,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2019,11.2099,3.5872,0.32,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2019,13.7901,4.4128,0.32,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2020,6.2775,9.4163,1.5,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2020,7.7225,11.5837,1.5,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2021,6.7259,9.4163,1.4,0.4484,0.4484,1.0,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2021,8.2741,11.5837,1.4,0.5516,0.5516,1.0,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2022,8.9679,12.1067,1.35,,,,,,,,,,,,
wheat,Andhra Pradesh,Kurnool,2022,11.0321,14.8933,1.35,,,,,,,,,,,,
wheat,Andhra Pradesh,Nellore,2001,1.0902,0.7268,0.6667,,,,,,,,,,,,
wheat,Andhra Pradesh,Nellore,2002,5.3056,4.8696,0.9178,,,,,,,,,,,,
wheat,Andhra Pradesh,Nellore,2018,0.0727,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Nellore,2020,0.0727,0.1454,2.0,,,,,,,,,,,,
wheat,Andhra Pradesh,Prakasam,2001,12.1113,8.0742,0.6667,,,,,,,,,,,,
wheat,Andhra Pradesh,Prakasam,2002,58.9417,54.0972,0.9178,,,,,,,,,,,,
wheat,Andhra Pradesh,Prakasam,2018,0.8074,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Prakasam,2020,0.8074,1.6148,2.0,,,,,,,,,,,,
wheat,Andhra Pradesh,Srikakulam,1999,3.4639,2.0783,0.6,,,,,,,,,,,,
wheat,Andhra Pradesh,Vizianagaram,1999,0.6967,0.418,0.6,,,,,,,,,,,,
wheat,Andhra Pradesh,Vizianagaram,1999,0.8394,0.5036,0.6,,,,,,,,,,,,
wheat,Andhra Pradesh,Vizianagaram,2017,,,,0.4722,0.4722,1.0,,,,,,,,,
wheat,Andhra Pradesh,Vizianagaram,2017,,,,0.5278,0.5278,1.0,,,,,,,,,
wheat,Andhra Pradesh,West Godavari,2017,,,,5.6843,3.979,0.7,,,,,,,,,
wheat,Andhra Pradesh,West Godavari,2017,,,,2.7259,1.9082,0.7,,,,,,,,,
wheat,Andhra Pradesh,West Godavari,2020,,,,1.1369,1.7053,1.5,,,,,,,,,
wheat,Andhra Pradesh,West Godavari,2020,,,,0.5452,0.8178,1.5,,,,,,,,,
wheat,Andhra Pradesh,Y.S.R.,2000,1.2598,0.7559,0.6,,,,,,,,,,,,
wheat,Andhra Pradesh,Y.S.R.,2001,1.0078,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Y.S.R.,2002,1.2598,1.7637,1.4,,,,,,,,,,,,
wheat,Andhra Pradesh,Y.S.R.,2003,1.7637,0.5039,0.2857,,,,,,,,,,,,
wheat,Andhra Pradesh,Y.S.R.,2004,0.5039,,,,,,,,,,,,,,
wheat,Andhra Pradesh,Y.S.R.,2006,1.0078,0.252,0.25,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2004,27.7953,55.5906,2.0,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2005,29.6483,60.2232,2.0312,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2006,31.5013,67.6352,2.1471,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2007,27.7953,44.4725,1.6,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2008,27.7953,45.399,1.6333,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2009,23.1628,34.2809,1.48,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2010,9.2651,13.8976,1.5,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2011,9.2651,14.8242,1.6,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2012,12.0446,18.5302,1.5385,,,,,,,,,,,,
wheat,Arunachal Pradesh,Anjaw,2013,12.0446,18.5302,1.5385,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,1997,240.0,260.0,1.0833,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,1998,225.0,230.0,1.0222,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,1999,225.0,235.0,1.0444,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2000,225.0,235.0,1.0444,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2001,200.0,220.0,1.1,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2002,200.0,320.0,1.6,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2003,205.0,392.0,1.9122,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2004,210.0,401.0,1.9095,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2005,160.0,240.0,1.5,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2006,170.0,283.0,1.6647,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2007,268.0,482.0,1.7985,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2008,274.0,548.0,2.0,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2009,285.0,576.0,2.0211,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2010,280.0,574.0,2.05,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2011,280.0,635.0,2.2679,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2012,297.0,613.0,2.064,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2013,280.0,521.0,1.8607,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2014,373.0,858.0,2.3003,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2015,373.0,858.0,2.3003,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2016,373.0,858.0,2.3003,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2017,375.0,862.0,2.2987,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2018,375.0,862.0,2.2987,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2019,375.0,862.0,2.2987,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2020,375.0,862.0,2.2987,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2021,380.0,873.0,2.2974,,,,,,,,,,,,
wheat,Arunachal Pradesh,Changlang,2022,381.0,876.0,2.2992,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,1997,196.0,294.0,1.5,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,1998,100.0,140.0,1.4,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,1999,131.0,350.0,2.6718,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2000,170.0,250.0,1.4706,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2001,15.0,25.0,1.6667,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2002,63.1361,94.7042,1.5,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2003,64.9931,96.5611,1.4857,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2004,66.85,100.275,1.5,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2005,72.4209,112.1595,1.5487,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2006,92.8472,139.2709,1.5,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2007,96.5611,135.1856,1.4,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2008,95.447,143.3562,1.5019,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2009,96.5611,144.8417,1.5,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2010,98.4181,147.8128,1.5019,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2011,98.4181,164.1539,1.6679,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2012,103.9889,155.9834,1.5,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2013,107.3314,161.1828,1.5017,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2014,141.8706,286.3409,2.0183,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2015,145.5845,293.7687,2.0179,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2016,145.5845,293.7687,2.0179,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2017,146.3273,295.2543,2.0178,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2018,146.3273,295.2543,2.0178,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2019,146.3273,295.2543,2.0178,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2020,146.3273,295.2543,2.0178,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2021,148.1842,299.3395,2.0201,,,,,,,,,,,,
wheat,Arunachal Pradesh,Dibang Valley,2022,148.1842,299.7109,2.0226,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,1997,216.6265,289.8472,1.338,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,1997,8.7376,37.2496,4.2632,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,1998,211.2207,238.8654,1.1309,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,1998,2.2994,2.7592,1.2,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,1999,216.006,164.2654,0.7605,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,1999,6.8981,8.7376,1.2667,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2000,215.3096,245.1148,1.1384,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2000,5.5185,7.8178,1.4167,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2001,380.1426,547.9841,1.4415,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2001,216.1398,365.5982,1.6915,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2002,91.1877,132.1659,1.4494,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2002,7.358,12.8764,1.75,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2003,217.7781,251.3642,1.1542,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2003,7.358,12.8764,1.75,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2004,219.0146,252.6007,1.1534,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2004,9.1974,14.7159,1.6,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2005,220.635,260.1625,1.1792,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2005,10.5771,21.1541,2.0,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2006,193.8385,232.6741,1.2004,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2006,10.5771,21.614,2.0435,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2007,194.9187,235.3747,1.2076,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2007,11.4968,23.9133,2.08,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2008,199.6951,251.0875,1.2574,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2008,12.4165,25.7528,2.0741,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2009,226.4157,272.572,1.2039,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2009,12.8764,26.2127,2.0357,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2010,227.7281,278.4331,1.2227,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2010,14.256,29.8917,2.0968,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2011,227.7281,308.0865,1.3529,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2011,14.256,33.1108,2.3226,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2012,228.2682,283.8343,1.2434,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2012,14.7159,34.4904,2.3438,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2013,233.2767,291.6952,1.2504,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2013,16.0955,37.2496,2.3143,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2014,312.1531,576.5923,1.8471,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2014,58.8636,192.2265,3.2656,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2015,329.1158,609.6248,1.8523,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2015,68.0611,160.0355,2.3514,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2016,329.1158,609.6248,1.8523,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2016,68.0611,160.0355,2.3514,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2017,330.8121,613.3253,1.854,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2017,68.9808,161.8749,2.3467,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2018,330.8121,613.3253,1.854,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2018,68.9808,161.8749,2.3467,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2019,306.5063,556.0717,1.8142,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2019,48.2866,113.1285,2.3429,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2020,306.5063,556.0717,1.8142,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2020,48.2866,113.1285,2.3429,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2021,310.5149,561.8524,1.8094,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2021,50.126,115.4279,2.3028,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2022,310.8229,563.3166,1.8123,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Kameng,2022,50.126,115.8877,2.3119,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,1997,202.1942,303.0651,1.4989,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,1998,180.9344,271.4016,1.5,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,1999,203.5512,289.495,1.4222,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2000,208.0746,300.8034,1.4457,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2002,212.5979,382.2239,1.7979,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2003,209.8839,411.6258,1.9612,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2004,226.168,452.336,2.0,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2005,238.3811,472.6911,1.9829,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2006,238.3811,472.6911,1.9829,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2007,15.3794,30.3065,1.9706,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2008,33.4729,48.8523,1.4595,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2009,33.4729,48.8523,1.4595,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2010,243.3568,482.6425,1.9833,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2011,243.3568,534.2088,2.1952,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2012,2.2617,4.9757,2.2,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2013,4.5234,9.0467,2.0,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2014,46.5906,161.484,3.466,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2015,55.6373,147.9139,2.6585,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2016,55.6373,147.9139,2.6585,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2017,56.542,149.7232,2.648,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2018,38.4486,101.7756,2.6471,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2019,38.4486,101.7756,2.6471,,,,,,,,,,,,
wheat,Arunachal Pradesh,East Siang,2020,38.4486,101.7756,2.6471,,,,,,,,,,,,
