state_name,old_district,old_district_total_area_sqkm,new_district,new_district_total_area_sqkm,intersection_area_sqkm,weight_old_to_new,weight_new_to_old
Tamil Nadu,Chennai,194.97,KAnchipuram,1743.01,23.55,0.121551,0.014275
Tamil Nadu,Coimbatore,3818.79,Coimbatore,4720.04,3638.21,1.0,0.784009
Tamil Nadu,Cuddalore,3815.33,Cuddalore,3701.86,3502.06,1.0,1.0
Tamil Nadu,Dharmapuri,4512.89,Dharmapuri,4496.02,4259.16,1.0,1.0
Tamil Nadu,Dindigul,6056.92,Dindigul,6050.94,5748.59,1.0,1.0
Tamil Nadu,Erode,5971.93,Erode,5109.27,4781.17,0.814107,1.0
Tamil Nadu,Erode,5971.93,Salem,6004.14,719.58,0.122525,0.127558
Tamil Nadu,Erode,5971.93,Tiruppur,5197.05,372.15,0.063368,0.074098
Tamil Nadu,Kancheepuram,4655.78,Chengalpattu,2722.83,2689.2,0.623129,1.0
Tamil Nadu,Kancheepuram,4655.78,KAnchipuram,1743.01,1626.44,0.376871,0.985725
Tamil Nadu,Kanniyakumari,1590.95,Kanniyakumari,1678.91,1539.02,1.0,1.0
Tamil Nadu,Karur,2889.13,Karur,2903.38,2628.62,1.0,1.0
Tamil Nadu,Krishnagiri,5134.6,Krishnagiri,5135.29,4845.28,1.0,1.0
Tamil Nadu,Madurai,3687.64,Madurai,3706.92,3455.96,1.0,1.0
Tamil Nadu,Nagappattinam,2404.31,Mayiladuthurai,1176.97,1140.16,0.50906,1.0
Tamil Nadu,Nagappattinam,2404.31,Nagapattinam,1388.72,1099.58,0.49094,0.834587
Tamil Nadu,Namakkal,3400.74,Namakkal,3418.83,3197.67,1.0,1.0
Tamil Nadu,Perambalur,1752.14,Perambalur,1756.07,1591.01,0.92796,1.0
Tamil Nadu,Perambalur,1752.14,Tiruchirappalli,4493.14,123.52,0.07204,0.029488
Tamil Nadu,Pudukkottai,4690.06,Pudukkottai,4651.8,4332.14,1.0,0.956466
Tamil Nadu,Ramanathapuram,4260.74,Ramanathapuram,4109.27,3889.21,0.944706,1.0
Tamil Nadu,Ramanathapuram,4260.74,Sivaganga,4241.74,227.64,0.055294,0.057547
Tamil Nadu,Salem,5210.43,Salem,6004.14,4921.58,1.0,0.872442
Tamil Nadu,Sivaganga,4066.34,Sivaganga,4241.74,3728.03,1.0,0.942453
Tamil Nadu,Thanjavur,3391.28,Thanjavur,3425.42,3072.38,0.939693,0.937116
Tamil Nadu,Thanjavur,3391.28,Pudukkottai,4651.8,197.18,0.060307,0.043534
Tamil Nadu,The Nilgiris,2546.2,The Nilgiris,2431.01,2339.28,1.0,1.0
Tamil Nadu,Theni,2845.2,Theni,2867.34,2703.84,1.0,1.0
Tamil Nadu,Thiruvallur,3306.9,Thiruvallur,3229.96,2872.58,1.0,1.0
Tamil Nadu,Thiruvarur,2515.22,Thiruvarur,2264.42,2069.84,0.829947,1.0
Tamil Nadu,Thiruvarur,2515.22,Nagapattinam,1388.72,217.93,0.087385,0.165413
Tamil Nadu,Thiruvarur,2515.22,Thanjavur,3425.42,206.17,0.082667,0.062884
Tamil Nadu,Thoothukkudi,4712.48,Thoothukkudi,4739.65,4449.66,1.0,1.0
Tamil Nadu,Tiruchirappalli,4504.27,Tiruchirappalli,4493.14,4065.15,1.0,0.970512
Tamil Nadu,Tirunelveli,6770.52,Tirunelveli,3881.95,3702.1,0.582122,1.0
Tamil Nadu,Tirunelveli,6770.52,Tenkasi,2809.45,2657.56,0.417878,1.0
Tamil Nadu,Tiruppur,5790.46,Tiruppur,5197.05,4650.28,0.822682,0.925902
Tamil Nadu,Tiruppur,5790.46,Coimbatore,4720.04,1002.31,0.177318,0.215991
Tamil Nadu,Tiruvannamalai,6183.56,Tiruvannamalai,6198.89,5884.77,1.0,1.0
Tamil Nadu,Vellore,6067.57,Tiruppattur,2115.98,2065.03,0.358804,1.0
Tamil Nadu,Vellore,6067.57,Vellore,2107.61,1983.49,0.344635,1.0
Tamil Nadu,Vellore,6067.57,Ranipet,1849.9,1706.8,0.29656,1.0
Tamil Nadu,Viluppuram,7293.74,Viluppuram,3671.14,3442.91,0.505494,1.0
Tamil Nadu,Viluppuram,7293.74,Kallakurichchi,3504.17,3368.07,0.494506,1.0
Tamil Nadu,Virudunagar,4289.28,Virudhunagar,4238.74,3988.71,1.0,1.0
Telangana,Adilabad,16043.86,Kumuram Bheem Asifabad,4536.42,4484.68,0.282672,1.0
Telangana,Adilabad,16043.86,Adilabad,3996.7,3950.75,0.249018,1.0
Telangana,Adilabad,16043.86,Mancherial,3856.2,3743.19,0.235936,1.0
Telangana,Adilabad,16043.86,Nirmal,3714.73,3686.68,0.232374,1.0
Telangana,Hyderabad,178.02,Hyderabad,191.42,149.57,0.868709,1.0
Telangana,Hyderabad,178.02,Ranga Reddy,4996.65,22.6,0.131291,0.004562
Telangana,Karimnagar,11900.27,Jagitial,2885.16,2813.56,0.249526,1.0
Telangana,Karimnagar,11900.27,Peddapalli,2193.88,2192.86,0.194478,1.0
Telangana,Karimnagar,11900.27,Karimnagar,2003.83,2002.68,0.177611,1.0
Telangana,Karimnagar,11900.27,Rajanna Sircilla,1808.33,1797.97,0.159456,1.0
Telangana,Karimnagar,11900.27,Jayashankar,2873.84,1707.46,0.151429,0.604055
Telangana,Karimnagar,11900.27,Siddipet,3706.33,761.1,0.0675,0.233667
Telangana,Khammam,16100.1,Bhadradri Kothagudem,6906.86,6842.58,0.539292,1.0
Telangana,Khammam,16100.1,Khammam,4678.12,4547.67,0.35842,1.0
Telangana,Khammam,16100.1,Mulugu,4289.82,1297.83,0.102288,0.306959
Telangana,Mahbubnagar,18373.31,Nagarkurnool,6199.42,6046.38,0.345246,1.0
Telangana,Mahbubnagar,18373.31,Mahabubnagar,2802.04,2567.13,0.146582,1.0
Telangana,Mahbubnagar,18373.31,Jogulamba Gadwal,2572.34,2554.83,0.14588,1.0
Telangana,Mahbubnagar,18373.31,Narayanpet,2407.0,2384.89,0.136176,1.0
Telangana,Mahbubnagar,18373.31,Wanaparthy,2179.76,2179.33,0.124439,1.0
Telangana,Mahbubnagar,18373.31,Ranga Reddy,4996.65,1780.7,0.101677,0.35939
Telangana,Medak,9757.29,Sangareddy,4451.91,4388.6,0.456234,1.0
Telangana,Medak,9757.29,Medak,2747.56,2734.47,0.284273,1.0
Telangana,Medak,9757.29,Siddipet,3706.33,2496.11,0.259493,0.766333
Telangana,Nalgonda,14094.11,Nalgonda,7203.04,7162.43,0.520738,1.0
Telangana,Nalgonda,14094.11,Suryapet,3594.15,3446.91,0.250604,1.0
Telangana,Nalgonda,14094.11,Yadadri Bhuvanagiri,3228.67,3145.05,0.228658,1.0
Telangana,Nizamabad,7907.89,Nizamabad,4211.07,4152.41,0.529599,1.0
Telangana,Nizamabad,7907.89,Kamareddy,3746.25,3688.27,0.470401,1.0
Telangana,Ranga Reddy,7548.34,Ranga Reddy,4996.65,3151.47,0.439964,0.636048
Telangana,Ranga Reddy,7548.34,Vikarabad,3704.22,2985.11,0.416738,1.0
Telangana,Ranga Reddy,7548.34,Medchal Malkajgiri,1075.33,1026.45,0.143298,1.0
Telangana,Warangal,12808.94,Mahabubabad,3541.84,3038.96,0.248647,1.0
Telangana,Warangal,12808.94,Mulugu,4289.82,2930.19,0.239748,0.693041
Telangana,Warangal,12808.94,Warangal Rural,2235.69,2228.84,0.182363,1.0
Telangana,Warangal,12808.94,Jangoan,2423.73,2224.37,0.181997,1.0
Telangana,Warangal,12808.94,Jayashankar,2873.84,1119.2,0.091573,0.395945
Telangana,Warangal,12808.94,Warangal Urban,1164.05,680.44,0.055673,1.0
Tripura,Dhalai,2432.86,Dhalai,2279.5,2194.85,0.92991,0.982368
Tripura,Dhalai,2432.86,Gomati,1618.61,165.43,0.07009,0.109342
Tripura,Gomati,1410.63,Gomati,1618.61,1347.54,1.0,0.890658
Tripura,Khowai,1034.49,Khowai,1051.68,1002.11,1.0,1.0
Tripura,North Tripura,1319.84,North Tripura,1345.42,1283.09,1.0,0.96257
Tripura,Sipahijala,1023.97,Sipahijala,1059.16,977.8,1.0,0.930294
Tripura,South Tripura,1524.51,South Tripura,1461.61,1447.75,1.0,1.0
Tripura,Unokoti,774.45,Unokoti,689.25,682.91,0.884373,1.0
Tripura,Unokoti,774.45,North Tripura,1345.42,49.89,0.064612,0.03743
Tripura,Unokoti,774.45,Dhalai,2279.5,39.39,0.051015,0.017632
Tripura,West Tripura,1015.53,West Tripura,943.0,935.54,0.927373,1.0
Tripura,West Tripura,1015.53,Sipahijala,1059.16,73.27,0.072627,0.069706
Uttar Pradesh,Agra,3526.36,Agra,4047.89,3380.25,1.0,0.871206
Uttar Pradesh,Aligarh,3865.28,Aligarh,3712.07,3605.73,1.0,1.0
Uttar Pradesh,Allahabad,5148.04,Prayagraj,5473.51,5046.28,1.0,0.9446
Uttar Pradesh,Ambedkar Nagar,2324.74,Ambedkar Nagar,2328.18,2238.62,1.0,1.0
Uttar Pradesh,Amethi,3307.39,Amethi,2425.67,2352.2,0.720477,1.0
Uttar Pradesh,Amethi,3307.39,Rae Bareli,3929.91,714.11,0.218733,0.185584
Uttar Pradesh,Amethi,3307.39,Sultanpur,2674.53,198.47,0.06079,0.076281
Uttar Pradesh,Amroha,2517.13,Amroha,2457.43,2271.45,1.0,1.0
Uttar Pradesh,Auraiya,2178.51,Auraiya,2018.33,1945.5,0.903896,1.0
Uttar Pradesh,Auraiya,2178.51,Etawah,2326.18,206.85,0.096104,0.09084
Uttar Pradesh,Azamgarh,3896.63,Azamgarh,4214.72,3773.27,1.0,0.906201
Uttar Pradesh,Baghpat,1332.42,Baghpat,1322.67,1276.19,1.0,1.0
Uttar Pradesh,Bahraich,3687.14,Bahraich,4947.45,3556.81,1.0,0.736252
Uttar Pradesh,Ballia,3008.0,Ballia,2990.54,2928.14,1.0,1.0
Uttar Pradesh,Banda,4519.69,Banda,4452.78,4273.81,1.0,1.0
Uttar Pradesh,Barabanki,4432.3,Bara Banki,3845.54,3750.97,0.873143,1.0
Uttar Pradesh,Barabanki,4432.3,Faizabad,2688.89,544.97,0.126857,0.209565
Uttar Pradesh,Bareilly,3783.29,Bareilly,4120.41,3697.81,1.0,0.940307
Uttar Pradesh,Basti,2517.64,Basti,2785.48,2389.77,1.0,0.878655
Uttar Pradesh,Bijnor,4314.33,Bijnor,4602.91,4268.13,1.0,1.0
Uttar Pradesh,Budaun,4209.0,Budaun,4255.4,4088.17,1.0,1.0
Uttar Pradesh,Bulandshahr,3578.86,Bulandshahr,3518.06,3374.09,1.0,1.0
Uttar Pradesh,Chandauli,2535.5,Chandauli,2549.41,2473.85,1.0,1.0
Uttar Pradesh,Chitrakoot,3083.97,Chitrakoot,3192.28,2988.39,1.0,1.0
Uttar Pradesh,Deoria,2556.75,Deoria,2536.97,2457.8,1.0,1.0
Uttar Pradesh,Etah,2500.78,Etah,2423.2,2305.49,1.0,1.0
Uttar Pradesh,Etawah,2152.75,Etawah,2326.18,2070.23,1.0,0.90916
Uttar Pradesh,Faizabad,2099.52,Faizabad,2688.89,2055.51,1.0,0.790435
Uttar Pradesh,Farrukhabad,2184.43,Farrukhabad,2180.96,2103.69,1.0,1.0
Uttar Pradesh,Fatehpur,4176.85,Fatehpur,4169.22,4058.9,1.0,1.0
Uttar Pradesh,Firozabad,2846.37,Firozabad,2419.92,2278.15,0.820108,1.0
Uttar Pradesh,Firozabad,2846.37,Agra,4047.89,499.72,0.179892,0.128794
Uttar Pradesh,Gautam Buddha Nagar,1386.14,Gautam Buddha Nagar,1413.97,1252.0,1.0,1.0
Uttar Pradesh,Ghaziabad,872.38,Ghaziabad,911.38,831.41,1.0,1.0
Uttar Pradesh,Ghazipur,3385.97,Ghazipur,3380.35,3308.29,1.0,1.0
Uttar Pradesh,Gonda,4008.02,Gonda,3981.28,3852.64,1.0,1.0
Uttar Pradesh,Gorakhpur,3066.7,Gorakhpur,3329.82,2972.88,1.0,0.917523
Uttar Pradesh,Hamirpur,4262.82,Hamirpur,3895.54,3791.77,0.914314,1.0
Uttar Pradesh,Hamirpur,4262.82,Mahoba,3267.46,355.35,0.085686,0.114389
Uttar Pradesh,Hapur,1103.13,Hapur,1117.11,1008.36,1.0,1.0
Uttar Pradesh,Hardoi,6010.16,Hardoi,5987.81,5841.22,1.0,1.0
Uttar Pradesh,Hathras,1620.88,Hathras,1782.38,1554.51,1.0,1.0
Uttar Pradesh,Jalaun,4563.66,Jalaun,4563.8,4441.58,1.0,1.0
Uttar Pradesh,Jaunpur,4035.87,Jaunpur,4034.14,3921.87,1.0,1.0
Uttar Pradesh,Jhansi,5065.79,Jhansi,5023.23,4793.72,1.0,1.0
Uttar Pradesh,Kannauj,2074.53,Kannauj,2089.99,2003.94,1.0,1.0
Uttar Pradesh,Kanpur Dehat,3163.71,Kanpur Dehat,3157.36,3074.77,1.0,1.0
Uttar Pradesh,Kanpur Nagar,2928.14,Kanpur Nagar,2999.04,2824.63,1.0,1.0
Uttar Pradesh,Kasganj,1976.01,Kasganj,1958.92,1873.56,1.0,1.0
Uttar Pradesh,Kaushambi,2103.56,Kaushambi,1789.82,1752.55,0.855525,1.0
Uttar Pradesh,Kaushambi,2103.56,Prayagraj,5473.51,295.96,0.144475,0.0554
Uttar Pradesh,Kushinagar,2888.12,Kushinagar,2875.18,2777.12,1.0,1.0
Uttar Pradesh,Lakhimpur Kheri,7701.48,Kheri,7689.49,7487.2,1.0,1.0
Uttar Pradesh,Lalitpur,5046.78,Lalitpur,5044.47,4939.2,1.0,1.0
Uttar Pradesh,Lucknow,2539.78,Lucknow,2530.08,2448.6,1.0,1.0
Uttar Pradesh,Maharajganj,3187.33,Mahrajganj,2944.54,2864.59,0.914671,1.0
Uttar Pradesh,Maharajganj,3187.33,Gorakhpur,3329.82,267.24,0.085329,0.082477
Uttar Pradesh,Mahoba,2836.06,Mahoba,3267.46,2751.15,1.0,0.885611
Uttar Pradesh,Mainpuri,2750.4,Mainpuri,2737.82,2652.79,1.0,1.0
Uttar Pradesh,Mathura,3373.98,Mathura,3341.56,3257.28,1.0,1.0
Uttar Pradesh,Mau,2066.56,Mau,1735.38,1656.15,0.809175,1.0
Uttar Pradesh,Mau,2066.56,Azamgarh,4214.72,390.57,0.190825,0.093799
Uttar Pradesh,Meerut,2605.13,Meerut,2593.29,2509.18,1.0,1.0
Uttar Pradesh,Mirzapur,4517.44,Mirzapur,4415.71,4287.26,1.0,1.0
Uttar Pradesh,Moradabad,2106.03,Moradabad,1948.83,1751.81,0.906666,0.904327
Uttar Pradesh,Moradabad,2106.03,Sambhal,2428.31,180.34,0.093334,0.080307
Uttar Pradesh,Muzaffarnagar,2730.62,Muzaffarnagar,2738.67,2643.29,1.0,1.0
Uttar Pradesh,Pilibhit,3591.57,Pilibhit,3763.92,3234.72,0.93234,0.899159
Uttar Pradesh,Pilibhit,3591.57,Bareilly,4120.41,234.74,0.06766,0.059693
Uttar Pradesh,Rae Bareli,3270.75,Rae Bareli,3929.91,3133.82,1.0,0.814416
Uttar Pradesh,Rampur,2570.85,Rampur,2366.03,2280.4,0.924836,1.0
Uttar Pradesh,Rampur,2570.85,Moradabad,1948.83,185.33,0.075164,0.095673
Uttar Pradesh,Saharanpur,3720.26,Saharanpur,3716.77,3591.27,1.0,1.0
Uttar Pradesh,Sambhal,2136.43,Sambhal,2428.31,2065.25,1.0,0.919693
Uttar Pradesh,Sant Kabir Nagar,1326.84,Sant Kabir Nagar,1641.6,1273.13,1.0,0.851068
Uttar Pradesh,Sant Ravi Das Nagar,1009.17,Bhadohi,1014.94,943.23,1.0,1.0
Uttar Pradesh,Shahjahanpur,4651.91,Shahjahanpur,4315.42,4122.99,0.919128,1.0
Uttar Pradesh,Shahjahanpur,4651.91,Pilibhit,3763.92,362.77,0.080872,0.100841
Uttar Pradesh,Shamli,1318.34,Shamli,1263.75,1225.29,1.0,1.0
Uttar Pradesh,Shravasti,3152.21,Shrawasti,1931.22,1869.74,0.594721,1.0
Uttar Pradesh,Shravasti,3152.21,Bahraich,4947.45,1274.16,0.405279,0.263748
Uttar Pradesh,Siddharth Nagar,3478.58,Siddharthnagar,2895.85,2847.37,0.837413,1.0
Uttar Pradesh,Siddharth Nagar,3478.58,Basti,2785.48,330.04,0.097064,0.121345
Uttar Pradesh,Siddharth Nagar,3478.58,Sant Kabir Nagar,1641.6,222.79,0.065523,0.148932
Uttar Pradesh,Sitapur,5780.43,Sitapur,5740.09,5602.03,1.0,1.0
Uttar Pradesh,Sonbhadra,6789.15,Sonbhadra,6886.09,6669.02,1.0,1.0
Uttar Pradesh,Sultanpur,2461.62,Sultanpur,2674.53,2403.33,1.0,0.923719
Uttar Pradesh,Unnao,4598.6,Unnao,4568.91,4428.17,1.0,1.0
Uttar Pradesh,Varanasi,1551.16,Varanasi,1533.14,1482.72,1.0,1.0
Uttarakhand,Almora,3102.0,"Almora
",3145.37,2998.25,1.0,1.0
Uttarakhand,Bageshwar,2281.25,Bageshwar,2235.19,2146.16,1.0,1.0
Uttarakhand,Chamoli,7928.67,Chamoli,7821.16,7621.11,1.0,1.0
Uttarakhand,Champawat,1684.54,Champawat,1768.59,1603.72,1.0,0.914989
Uttarakhand,Dehradun,3066.99,Dehradun,3099.51,2899.01,1.0,1.0
Uttarakhand,Garhwal,5455.64,Garhwal,5280.44,5131.35,1.0,1.0
Uttarakhand,Hardwar,2385.73,Hardwar,2290.14,2220.58,1.0,1.0
Uttarakhand,Nainital,4063.81,Nainital,3990.01,3784.95,1.0,1.0
Uttarakhand,Pithoragarh,7329.14,Pithoragarh,7232.45,7101.68,1.0,1.0
Uttarakhand,Rudraprayag,1214.05,Rudraprayag,1987.98,1168.64,1.0,0.713967
Uttarakhand,Tehri Garhwal,4388.92,Tehri Garhwal,3909.17,3728.13,0.888429,1.0
Uttarakhand,Tehri Garhwal,4388.92,Rudraprayag,1987.98,468.19,0.111571,0.286033
Uttarakhand,Udham Singh Nagar,2862.31,Udham Singh Nagar,2670.63,2387.93,0.941268,1.0
Uttarakhand,Udham Singh Nagar,2862.31,Champawat,1768.59,149.0,0.058732,0.085011
Uttarakhand,Uttarkashi,8045.49,Uttarkashi,7982.37,7721.9,1.0,1.0
West Bengal,Alipurduar,2801.76,Alipurduar,2798.53,2780.62,1.0,1.0
West Bengal,Bankura,6964.74,Bankura,6885.33,6824.82,1.0,1.0
West Bengal,Barddhaman,7041.44,Purba Bardhaman,5209.97,5144.15,0.743711,1.0
West Bengal,Barddhaman,7041.44,Paschim Bardhaman,1809.6,1772.72,0.256289,1.0
West Bengal,Birbhum,4555.68,Birbhum,4549.67,4475.48,1.0,1.0
West Bengal,Dakshin Dinajpur,2117.6,Dakshin Dinajpur,2234.45,2079.19,1.0,1.0
West Bengal,Darjiling,3144.41,Darjiling,2050.55,2014.67,0.649553,1.0
West Bengal,Darjiling,3144.41,Kalimpong,1093.34,1086.95,0.350447,1.0
West Bengal,Haora,1440.37,Howrah,1468.42,1413.19,1.0,1.0
West Bengal,Hugli,3152.11,Hooghly,3152.88,3104.13,1.0,1.0
West Bengal,Jalpaiguri,3383.75,Jalpaiguri,3430.75,3363.84,1.0,1.0
West Bengal,Koch Bihar,3387.22,Cooch Behar,3372.32,3302.46,1.0,1.0
West Bengal,Kolkata,91.62,Kolkata,185.35,86.38,1.0,1.0
West Bengal,Maldah,3611.11,Maldah,3603.51,3529.92,1.0,1.0
West Bengal,Murshidabad,5411.24,Murshidabad,5347.53,5311.53,1.0,1.0
West Bengal,Nadia,3920.84,Nadia,3896.06,3837.97,1.0,1.0
West Bengal,North 24 Parganas,5815.53,North Twenty Four Pargan*,4004.59,3832.77,0.665452,1.0
West Bengal,North 24 Parganas,5815.53,South Twenty Four Pargana,7667.77,1926.87,0.334548,0.268582
West Bengal,Pashchim Medinipur,9400.33,Medinipur West,6275.0,6220.33,0.670323,1.0
West Bengal,Pashchim Medinipur,9400.33,Jhargram,3099.73,3059.26,0.329677,1.0
West Bengal,Purba Medinipur,3981.5,Purba Medinipur,3957.58,3881.99,1.0,1.0
West Bengal,Puruliya,6256.72,Puruliya,6257.0,6092.61,1.0,1.0
West Bengal,South 24 Parganas,5527.11,South Twenty Four Pargana,7667.77,5247.39,1.0,0.731418
West Bengal,Uttar Dinajpur,3360.15,Uttar Dinajpur,3135.62,3100.02,1.0,1.0
