Crop_Name,State,District,Year,Kharif_Area,Kharif_Production,Kharif_Yield,Year_Area,Year_Production,Year_Yield
coconut,Andhra Pradesh,Anantapur,2000,,,,485.8,2084.9647,4.2918
coconut,Andhra Pradesh,Anantapur,2000,,,,422.2,1812.0053,4.2918
coconut,Andhra Pradesh,Anantapur,2001,,,,455.3037,1633.7967,3.5884
coconut,Andhra Pradesh,Anantapur,2001,,,,395.6963,1419.9033,3.5884
coconut,Andhra Pradesh,Anantapur,2002,,,,464.9341,1974.8459,4.2476
coconut,Andhra Pradesh,Anantapur,2002,,,,404.0659,1716.3031,4.2476
coconut,Andhra Pradesh,Anantapur,2003,,,,448.8835,1757.9903,3.9164
coconut,Andhra Pradesh,Anantapur,2003,,,,390.1165,1527.8377,3.9164
coconut,Andhra Pradesh,Anantapur,2004,,,,447.8134,3431.2833,7.6623
coconut,Andhra Pradesh,Anantapur,2004,,,,389.1866,2982.0667,7.6623
coconut,Andhra Pradesh,Anantapur,2005,,,,447.2784,1797.1346,4.0179
coconut,Andhra Pradesh,Anantapur,2005,,,,388.7216,1561.8574,4.0179
coconut,Andhra Pradesh,Anantapur,2006,,,,422.6674,3426.3215,8.1064
coconut,Andhra Pradesh,Anantapur,2006,,,,367.3326,2977.7545,8.1064
coconut,Andhra Pradesh,Anantapur,2008,,,,420.5273,3820.8404,9.0858
coconut,Andhra Pradesh,Anantapur,2008,,,,365.4727,3320.6236,9.0858
coconut,Andhra Pradesh,Anantapur,2009,,,,387.8909,2272.6049,5.8589
coconut,Andhra Pradesh,Anantapur,2009,,,,337.1091,1975.0801,5.8589
coconut,Andhra Pradesh,Anantapur,2010,,,,420.5273,3668.1108,8.7226
coconut,Andhra Pradesh,Anantapur,2010,,,,365.4727,3187.8892,8.7226
coconut,Andhra Pradesh,Anantapur,2011,,,,478.8447,3833.6038,8.0059
coconut,Andhra Pradesh,Anantapur,2011,,,,416.1553,3331.7162,8.0059
coconut,Andhra Pradesh,Anantapur,2012,,,,345.6242,2980.6076,8.6238
coconut,Andhra Pradesh,Anantapur,2012,,,,300.3758,2590.3924,8.6238
coconut,Andhra Pradesh,Anantapur,2013,,,,295.3321,2123.5023,7.1902
coconut,Andhra Pradesh,Anantapur,2013,,,,256.6679,1845.4977,7.1902
coconut,Andhra Pradesh,Anantapur,2014,,,,367.5601,2996.1232,8.1514
coconut,Andhra Pradesh,Anantapur,2014,,,,319.4399,2603.8768,8.1514
coconut,Andhra Pradesh,Anantapur,2015,,,,373.9804,2996.1232,8.0114
coconut,Andhra Pradesh,Anantapur,2015,,,,325.0196,2603.8768,8.0114
coconut,Andhra Pradesh,Anantapur,2016,,,,185.6526,2568.1056,13.8329
coconut,Andhra Pradesh,Anantapur,2016,,,,161.3474,2231.8944,13.8329
coconut,Andhra Pradesh,Anantapur,2017,,,,297.4722,4601.1892,15.4676
coconut,Andhra Pradesh,Anantapur,2017,,,,258.5278,3998.8108,15.4676
coconut,Andhra Pradesh,Anantapur,2018,,,,239.6899,4119.6694,17.1875
coconut,Andhra Pradesh,Anantapur,2018,,,,208.3101,3580.3306,17.1875
coconut,Andhra Pradesh,Anantapur,2019,,,,191.5379,3524.7249,18.4022
coconut,Andhra Pradesh,Anantapur,2019,,,,166.4621,3063.2751,18.4022
coconut,Andhra Pradesh,Anantapur,2020,,,,223.1042,3904.5906,17.5012
coconut,Andhra Pradesh,Anantapur,2020,,,,193.8958,3393.4094,17.5012
coconut,Andhra Pradesh,Anantapur,2021,,,,225.7793,4145.8855,18.3626
coconut,Andhra Pradesh,Anantapur,2021,,,,196.2207,3603.1145,18.3626
coconut,Andhra Pradesh,Anantapur,2022,,,,65.2727,1195.7742,18.3197
coconut,Andhra Pradesh,Anantapur,2022,,,,56.7273,1039.2258,18.3197
coconut,Andhra Pradesh,Chittoor,2000,,,,1787.3898,7671.6768,4.2921
coconut,Andhra Pradesh,Chittoor,2000,,,,1213.0066,5206.3599,4.2921
coconut,Andhra Pradesh,Chittoor,2001,,,,1841.7557,6607.5939,3.5877
coconut,Andhra Pradesh,Chittoor,2001,,,,1249.9019,4484.2233,3.5877
coconut,Andhra Pradesh,Chittoor,2002,,,,1914.3921,7668.8289,4.0059
coconut,Andhra Pradesh,Chittoor,2002,,,,1299.1963,5204.4271,4.0059
coconut,Andhra Pradesh,Chittoor,2003,,,,1913.5009,7498.7274,3.9189
coconut,Andhra Pradesh,Chittoor,2003,,,,1298.5915,5088.9883,3.9189
coconut,Andhra Pradesh,Chittoor,2004,,,,1856.0156,14230.5197,7.6672
coconut,Andhra Pradesh,Chittoor,2004,,,,1259.5793,9657.4984,7.6672
coconut,Andhra Pradesh,Chittoor,2005,,,,1744.1645,7009.2633,4.0187
coconut,Andhra Pradesh,Chittoor,2005,,,,1183.6719,4756.815,4.0187
coconut,Andhra Pradesh,Chittoor,2006,,,,1919.294,15563.1496,8.1088
coconut,Andhra Pradesh,Chittoor,2006,,,,1302.5229,10561.8836,8.1088
coconut,Andhra Pradesh,Chittoor,2008,,,,1744.6101,15861.8509,9.0919
coconut,Andhra Pradesh,Chittoor,2008,,,,1183.9743,10764.5964,9.0919
coconut,Andhra Pradesh,Chittoor,2009,,,,1734.8064,10159.3661,5.8562
coconut,Andhra Pradesh,Chittoor,2009,,,,1177.3211,6894.6226,5.8562
coconut,Andhra Pradesh,Chittoor,2010,,,,1709.8516,14903.3822,8.7162
coconut,Andhra Pradesh,Chittoor,2010,,,,1160.3855,10114.1345,8.7162
coconut,Andhra Pradesh,Chittoor,2011,,,,1632.3134,13091.0197,8.0199
coconut,Andhra Pradesh,Chittoor,2011,,,,1107.7645,8884.1802,8.0199
coconut,Andhra Pradesh,Chittoor,2012,,,,1493.2793,12878.0302,8.624
coconut,Andhra Pradesh,Chittoor,2012,,,,1013.4094,8739.6356,8.624
coconut,Andhra Pradesh,Chittoor,2013,,,,1229.9167,8844.2598,7.1909
coconut,Andhra Pradesh,Chittoor,2013,,,,834.6792,6002.1297,7.1909
coconut,Andhra Pradesh,Chittoor,2014,,,,1544.0802,18537.8752,12.0058
coconut,Andhra Pradesh,Chittoor,2014,,,,1047.8853,12580.672,12.0058
coconut,Andhra Pradesh,Chittoor,2015,,,,1544.0802,20855.1096,13.5065
coconut,Andhra Pradesh,Chittoor,2015,,,,1047.8853,14153.256,13.5065
coconut,Andhra Pradesh,Chittoor,2016,,,,1544.0802,21300.7316,13.7951
coconut,Andhra Pradesh,Chittoor,2016,,,,1047.8853,14455.676,13.7951
coconut,Andhra Pradesh,Chittoor,2017,,,,1226.3517,17245.5714,14.0625
coconut,Andhra Pradesh,Chittoor,2017,,,,832.2598,11703.654,14.0625
coconut,Andhra Pradesh,Chittoor,2018,,,,1114.5006,20275.801,18.1927
coconut,Andhra Pradesh,Chittoor,2018,,,,756.3524,13760.11,18.1927
coconut,Andhra Pradesh,Chittoor,2019,,,,1051.6679,9628.1089,9.1551
coconut,Andhra Pradesh,Chittoor,2019,,,,713.7112,6534.0865,9.1551
coconut,Andhra Pradesh,Chittoor,2020,,,,889.4615,11897.2162,13.3758
coconut,Andhra Pradesh,Chittoor,2020,,,,603.6303,8074.0092,13.3758
coconut,Andhra Pradesh,Chittoor,2021,,,,878.7666,11756.8452,13.3788
coconut,Andhra Pradesh,Chittoor,2021,,,,596.3722,7978.7469,13.3788
coconut,Andhra Pradesh,Chittoor,2022,,,,698.7353,12801.3832,18.3208
coconut,Andhra Pradesh,Chittoor,2022,,,,474.1946,8687.6193,18.3208
coconut,Andhra Pradesh,East Godavari,2000,,,,9711.5875,116333.4987,11.9788
coconut,Andhra Pradesh,East Godavari,2000,,,,13576.2554,165656.5288,12.2019
coconut,Andhra Pradesh,East Godavari,2000,,,,10590.3369,129222.5575,12.2019
coconut,Andhra Pradesh,East Godavari,2001,,,,9847.8689,114916.0079,11.6691
coconut,Andhra Pradesh,East Godavari,2001,,,,13654.4982,177248.9783,12.981
coconut,Andhra Pradesh,East Godavari,2001,,,,10651.3712,138265.4004,12.981
coconut,Andhra Pradesh,East Godavari,2002,,,,9942.3055,124768.8616,12.5493
coconut,Andhra Pradesh,East Godavari,2002,,,,13925.8151,193058.1741,13.8633
coconut,Andhra Pradesh,East Godavari,2002,,,,10863.0155,150597.5718,13.8633
coconut,Andhra Pradesh,East Godavari,2003,,,,9843.9138,124719.6307,12.6697
coconut,Andhra Pradesh,East Godavari,2003,,,,13749.9094,192277.9242,13.9839
coconut,Andhra Pradesh,East Godavari,2003,,,,10725.798,149988.9277,13.9839
coconut,Andhra Pradesh,East Godavari,2004,,,,9893.8007,127286.0153,12.8652
coconut,Andhra Pradesh,East Godavari,2004,,,,13898.2331,189731.9909,13.6515
coconut,Andhra Pradesh,East Godavari,2004,,,,10841.4998,148002.9389,13.6515
coconut,Andhra Pradesh,East Godavari,2005,,,,10044.8629,91867.6505,9.1457
coconut,Andhra Pradesh,East Godavari,2005,,,,13985.7637,103871.8184,7.427
coconut,Andhra Pradesh,East Godavari,2005,,,,10909.7792,81026.5803,7.427
coconut,Andhra Pradesh,East Godavari,2006,,,,10047.7647,140683.073,14.0014
coconut,Andhra Pradesh,East Godavari,2006,,,,13957.6188,172538.7564,12.3616
coconut,Andhra Pradesh,East Godavari,2006,,,,10887.8244,134591.1298,12.3616
coconut,Andhra Pradesh,East Godavari,2008,,,,10092.1923,92228.0645,9.1386
coconut,Andhra Pradesh,East Godavari,2008,,,,14132.6801,138736.5047,9.8167
coconut,Andhra Pradesh,East Godavari,2008,,,,11024.3833,108223.2381,9.8167
coconut,Andhra Pradesh,East Godavari,2009,,,,9789.502,114550.4134,11.7014
coconut,Andhra Pradesh,East Godavari,2009,,,,14141.9679,148431.0859,10.4958
coconut,Andhra Pradesh,East Godavari,2009,,,,11031.6284,115785.6238,10.4958
coconut,Andhra Pradesh,East Godavari,2010,,,,9849.2869,124942.3179,12.6854
coconut,Andhra Pradesh,East Godavari,2010,,,,14294.5133,169814.5057,11.8797
coconut,Andhra Pradesh,East Godavari,2010,,,,11150.6234,132466.0422,11.8797
coconut,Andhra Pradesh,East Godavari,2011,,,,9861.1721,148158.6061,15.0244
coconut,Andhra Pradesh,East Godavari,2011,,,,14281.0037,202632.3176,14.1889
coconut,Andhra Pradesh,East Godavari,2011,,,,11140.0851,158066.0086,14.1889
coconut,Andhra Pradesh,East Godavari,2012,,,,9645.5402,159281.663,16.5135
coconut,Andhra Pradesh,East Godavari,2012,,,,13936.2287,205447.9193,14.742
coconut,Andhra Pradesh,East Godavari,2012,,,,10871.1388,160262.3558,14.742
coconut,Andhra Pradesh,East Godavari,2013,,,,9777.5488,165048.6951,16.8804
coconut,Andhra Pradesh,East Godavari,2013,,,,13823.0862,202895.1769,14.678
coconut,Andhra Pradesh,East Godavari,2013,,,,10782.8805,158271.0555,14.678
coconut,Andhra Pradesh,East Godavari,2014,,,,9544.734,143876.899,15.074
coconut,Andhra Pradesh,East Godavari,2014,,,,13190.1074,201320.4697,15.263
coconut,Andhra Pradesh,East Godavari,2014,,,,10289.117,157042.6844,15.263
coconut,Andhra Pradesh,East Godavari,2015,,,,10029.9732,142885.684,14.2459
coconut,Andhra Pradesh,East Godavari,2015,,,,14210.36,207471.2561,14.6
coconut,Andhra Pradesh,East Godavari,2015,,,,11084.9785,161840.6864,14.6
coconut,Andhra Pradesh,East Godavari,2016,,,,9942.3772,137209.308,13.8005
coconut,Andhra Pradesh,East Godavari,2016,,,,14213.4559,196141.8081,13.7997
coconut,Andhra Pradesh,East Godavari,2016,,,,11087.3935,153003.0012,13.7997
coconut,Andhra Pradesh,East Godavari,2017,,,,10207.2456,147689.775,14.4691
coconut,Andhra Pradesh,East Godavari,2017,,,,14205.5754,207512.3477,14.6078
coconut,Andhra Pradesh,East Godavari,2017,,,,11081.2462,161872.7404,14.6078
coconut,Andhra Pradesh,East Godavari,2018,,,,10310.9181,154860.5426,15.0191
coconut,Andhra Pradesh,East Godavari,2018,,,,14223.8696,215674.3687,15.1628
coconut,Andhra Pradesh,East Godavari,2018,,,,11095.5168,168239.6324,15.1628
coconut,Andhra Pradesh,East Godavari,2019,,,,10273.9642,227061.9232,22.1007
coconut,Andhra Pradesh,East Godavari,2019,,,,14223.0252,252757.2446,17.771
coconut,Andhra Pradesh,East Godavari,2019,,,,11094.8582,197166.6182,17.771
coconut,Andhra Pradesh,East Godavari,2020,,,,10413.4308,213519.1123,20.5042
coconut,Andhra Pradesh,East Godavari,2020,,,,14143.938,257419.7287,18.2
coconut,Andhra Pradesh,East Godavari,2020,,,,11033.1652,200803.6504,18.2
coconut,Andhra Pradesh,East Godavari,2021,,,,10656.1643,234896.9687,22.0433
coconut,Andhra Pradesh,East Godavari,2021,,,,13906.6765,252906.694,18.186
coconut,Andhra Pradesh,East Godavari,2021,,,,10848.0862,197283.1982,18.186
coconut,Andhra Pradesh,East Godavari,2022,,,,2256.5121,56182.076,24.8978
coconut,Andhra Pradesh,East Godavari,2022,,,,2275.5152,32574.0629,14.315
coconut,Andhra Pradesh,East Godavari,2022,,,,1775.0456,25409.8269,14.315
coconut,Andhra Pradesh,Guntur,2000,,,,104.14,1115.168,10.7084
coconut,Andhra Pradesh,Guntur,2000,,,,110.9674,1187.8321,10.7043
coconut,Andhra Pradesh,Guntur,2000,,,,328.9515,3521.2076,10.7043
coconut,Andhra Pradesh,Guntur,2001,,,,99.0343,1090.0705,11.007
coconut,Andhra Pradesh,Guntur,2001,,,,104.9807,1160.2083,11.0516
coconut,Andhra Pradesh,Guntur,2001,,,,311.2046,3439.3196,11.0516
coconut,Andhra Pradesh,Guntur,2002,,,,85.016,955.7739,11.2423
coconut,Andhra Pradesh,Guntur,2002,,,,85.3102,959.6665,11.2491
coconut,Andhra Pradesh,Guntur,2002,,,,252.8934,2844.8338,11.2491
coconut,Andhra Pradesh,Guntur,2003,,,,81.8812,969.4075,11.8392
coconut,Andhra Pradesh,Guntur,2003,,,,81.2478,961.6062,11.8355
coconut,Andhra Pradesh,Guntur,2003,,,,240.8508,2850.5838,11.8355
coconut,Andhra Pradesh,Guntur,2004,,,,56.9796,669.7971,11.755
coconut,Andhra Pradesh,Guntur,2004,,,,45.9692,540.5784,11.7596
coconut,Andhra Pradesh,Guntur,2004,,,,136.2709,1602.4897,11.7596
coconut,Andhra Pradesh,Guntur,2005,,,,48.5742,424.9423,8.7483
coconut,Andhra Pradesh,Guntur,2005,,,,47.4658,415.0206,8.7436
coconut,Andhra Pradesh,Guntur,2005,,,,140.7076,1230.2864,8.7436
coconut,Andhra Pradesh,Guntur,2006,,,,44.4451,572.9251,12.8906
coconut,Andhra Pradesh,Guntur,2006,,,,45.5415,587.3568,12.8972
coconut,Andhra Pradesh,Guntur,2006,,,,135.0032,1741.1595,12.8972
coconut,Andhra Pradesh,Guntur,2008,,,,31.476,287.948,9.1482
coconut,Andhra Pradesh,Guntur,2008,,,,33.5682,306.8443,9.1409
coconut,Andhra Pradesh,Guntur,2008,,,,99.5094,909.6087,9.1409
coconut,Andhra Pradesh,Guntur,2009,,,,28.0364,316.678,11.2952
coconut,Andhra Pradesh,Guntur,2009,,,,29.0782,329.2268,11.3221
coconut,Andhra Pradesh,Guntur,2009,,,,86.1992,975.9593,11.3221
coconut,Andhra Pradesh,Guntur,2010,,,,30.3895,359.6976,11.8363
coconut,Andhra Pradesh,Guntur,2010,,,,30.361,359.2008,11.831
coconut,Andhra Pradesh,Guntur,2010,,,,90.0022,1064.8142,11.831
coconut,Andhra Pradesh,Guntur,2011,,,,24.6818,346.4132,14.0352
coconut,Andhra Pradesh,Guntur,2011,,,,26.7262,375.8198,14.0618
coconut,Andhra Pradesh,Guntur,2011,,,,79.2272,1114.0796,14.0618
coconut,Andhra Pradesh,Guntur,2012,,,,22.656,387.0347,17.0831
coconut,Andhra Pradesh,Guntur,2012,,,,25.2296,431.041,17.0847
coconut,Andhra Pradesh,Guntur,2012,,,,74.7905,1277.7771,17.0847
coconut,Andhra Pradesh,Guntur,2013,,,,21.5894,357.8192,16.5739
coconut,Andhra Pradesh,Guntur,2013,,,,23.7329,393.4104,16.5766
coconut,Andhra Pradesh,Guntur,2013,,,,70.3538,1166.2251,16.5766
coconut,Andhra Pradesh,Guntur,2014,,,,21.5019,193.837,9.0149
coconut,Andhra Pradesh,Guntur,2014,,,,23.9467,171.048,7.1429
coconut,Andhra Pradesh,Guntur,2014,,,,70.9876,507.0544,7.1429
coconut,Andhra Pradesh,Guntur,2015,,,,19.8808,212.1216,10.6697
coconut,Andhra Pradesh,Guntur,2015,,,,21.1672,196.7052,9.2929
coconut,Andhra Pradesh,Guntur,2015,,,,62.748,583.1126,9.2929
coconut,Andhra Pradesh,Guntur,2016,,,,29.0231,407.1578,14.0287
coconut,Andhra Pradesh,Guntur,2016,,,,33.9958,470.382,13.8365
coconut,Andhra Pradesh,Guntur,2016,,,,100.7771,1394.3996,13.8365
coconut,Andhra Pradesh,Guntur,2017,,,,19.2788,227.5587,11.8036
coconut,Andhra Pradesh,Guntur,2017,,,,23.5191,235.191,10.0
coconut,Andhra Pradesh,Guntur,2017,,,,69.72,697.1998,10.0
coconut,Andhra Pradesh,Guntur,2018,,,,17.3629,315.7346,18.1844
coconut,Andhra Pradesh,Guntur,2018,,,,21.1672,342.096,16.1616
coconut,Andhra Pradesh,Guntur,2018,,,,62.748,1014.1088,16.1616
coconut,Andhra Pradesh,Guntur,2019,,,,17.0582,313.9487,18.4046
coconut,Andhra Pradesh,Guntur,2019,,,,20.7396,381.6508,18.4021
coconut,Andhra Pradesh,Guntur,2019,,,,61.4803,1131.3651,18.4021
coconut,Andhra Pradesh,Guntur,2020,,,,21.0698,368.8574,17.5065
coconut,Andhra Pradesh,Guntur,2020,,,,20.312,355.566,17.5053
coconut,Andhra Pradesh,Guntur,2020,,,,60.2127,1054.0393,17.5053
coconut,Andhra Pradesh,Guntur,2021,,,,22.6035,414.9637,18.3584
coconut,Andhra Pradesh,Guntur,2021,,,,23.3053,427.8338,18.3578
coconut,Andhra Pradesh,Guntur,2021,,,,69.0862,1268.2698,18.3578
coconut,Andhra Pradesh,Guntur,2022,,,,5.293,96.9085,18.3086
coconut,Andhra Pradesh,Guntur,2022,,,,4.0624,74.4059,18.3158
coconut,Andhra Pradesh,Guntur,2022,,,,12.0425,220.5687,18.3158
coconut,Andhra Pradesh,Krishna,2000,,,,675.447,7231.704,10.7065
coconut,Andhra Pradesh,Krishna,2000,,,,564.1678,6040.2881,10.7065
coconut,Andhra Pradesh,Krishna,2001,,,,794.9833,8790.9706,11.0581
coconut,Andhra Pradesh,Krishna,2001,,,,664.0106,7342.6672,11.0581
coconut,Andhra Pradesh,Krishna,2002,,,,839.4206,9445.5854,11.2525
coconut,Andhra Pradesh,Krishna,2002,,,,701.1269,7889.4348,11.2525
coconut,Andhra Pradesh,Krishna,2003,,,,766.9878,9068.7286,11.8238
coconut,Andhra Pradesh,Krishna,2003,,,,640.6273,7574.6648,11.8238
coconut,Andhra Pradesh,Krishna,2004,,,,752.3235,8839.7201,11.7499
coconut,Andhra Pradesh,Krishna,2004,,,,628.379,7383.3852,11.7499
coconut,Andhra Pradesh,Krishna,2005,,,,722.9949,6306.9753,8.7234
coconut,Andhra Pradesh,Krishna,2005,,,,603.8822,5267.9076,8.7234
coconut,Andhra Pradesh,Krishna,2006,,,,732.3267,9429.7413,12.8764
coconut,Andhra Pradesh,Krishna,2006,,,,611.6766,7876.201,12.8764
coconut,Andhra Pradesh,Krishna,2008,,,,946.0701,8638.3596,9.1308
coconut,Andhra Pradesh,Krishna,2008,,,,790.206,7215.1986,9.1308
coconut,Andhra Pradesh,Krishna,2009,,,,928.7396,10486.7646,11.2914
coconut,Andhra Pradesh,Krishna,2009,,,,775.7307,8759.0808,11.2914
coconut,Andhra Pradesh,Krishna,2010,,,,842.9756,9996.1706,11.8582
coconut,Andhra Pradesh,Krishna,2010,,,,704.0962,8349.3117,11.8582
coconut,Andhra Pradesh,Krishna,2011,,,,873.1929,12225.9952,14.0015
coconut,Andhra Pradesh,Krishna,2011,,,,729.3353,10211.775,14.0015
coconut,Andhra Pradesh,Krishna,2012,,,,892.301,15245.9933,17.0862
coconut,Andhra Pradesh,Krishna,2012,,,,745.2953,12734.2314,17.0862
coconut,Andhra Pradesh,Krishna,2013,,,,912.2978,15121.5688,16.5753
coconut,Andhra Pradesh,Krishna,2013,,,,761.9976,12630.3057,16.5753
coconut,Andhra Pradesh,Krishna,2014,,,,812.7582,13331.19,16.4024
coconut,Andhra Pradesh,Krishna,2014,,,,678.8571,11134.89,16.4024
coconut,Andhra Pradesh,Krishna,2015,,,,831.8663,12204.7044,14.6715
coconut,Andhra Pradesh,Krishna,2015,,,,694.8171,10193.9918,14.6715
coconut,Andhra Pradesh,Krishna,2016,,,,443.0399,6132.3474,13.8415
coconut,Andhra Pradesh,Krishna,2016,,,,370.0495,5122.0494,13.8415
coconut,Andhra Pradesh,Krishna,2017,,,,855.418,14086.6241,16.4675
coconut,Andhra Pradesh,Krishna,2017,,,,714.4888,11765.8671,16.4675
coconut,Andhra Pradesh,Krishna,2018,,,,843.8643,16530.6756,19.5893
coconut,Andhra Pradesh,Krishna,2018,,,,704.8385,13807.2636,19.5893
coconut,Andhra Pradesh,Krishna,2019,,,,808.7589,14882.0518,18.4011
coconut,Andhra Pradesh,Krishna,2019,,,,675.5167,12430.2489,18.4011
coconut,Andhra Pradesh,Krishna,2020,,,,641.6746,11229.7501,17.5007
coconut,Andhra Pradesh,Krishna,2020,,,,535.9594,9379.6602,17.5007
coconut,Andhra Pradesh,Krishna,2021,,,,686.1119,15335.3122,22.351
coconut,Andhra Pradesh,Krishna,2021,,,,573.0757,12808.8351,22.351
coconut,Andhra Pradesh,Krishna,2022,,,,375.9396,6887.7815,18.3215
coconut,Andhra Pradesh,Krishna,2022,,,,314.0039,5753.0265,18.3215
coconut,Andhra Pradesh,Kurnool,2000,,,,44.3911,190.9311,4.3011
coconut,Andhra Pradesh,Kurnool,2000,,,,54.6089,234.8789,4.3011
coconut,Andhra Pradesh,Kurnool,2001,,,,49.3234,167.8791,3.4036
coconut,Andhra Pradesh,Kurnool,2001,,,,60.6766,206.5209,3.4036
coconut,Andhra Pradesh,Kurnool,2002,,,,44.8395,190.8965,4.2573
coconut,Andhra Pradesh,Kurnool,2002,,,,55.1605,234.8365,4.2573
coconut,Andhra Pradesh,Kurnool,2003,,,,38.562,153.6739,3.9851
coconut,Andhra Pradesh,Kurnool,2003,,,,47.438,189.0461,3.9851
coconut,Andhra Pradesh,Kurnool,2004,,,,28.6973,218.1576,7.602
coconut,Andhra Pradesh,Kurnool,2004,,,,35.3027,268.3724,7.602
coconut,Andhra Pradesh,Kurnool,2005,,,,26.9037,101.8466,3.7856
coconut,Andhra Pradesh,Kurnool,2005,,,,33.0963,125.2894,3.7856
coconut,Andhra Pradesh,Kurnool,2006,,,,23.3165,189.211,8.1149
coconut,Andhra Pradesh,Kurnool,2006,,,,28.6835,232.763,8.1149
coconut,Andhra Pradesh,Kurnool,2008,,,,31.836,289.9627,9.108
coconut,Andhra Pradesh,Kurnool,2008,,,,39.164,356.7053,9.108
coconut,Andhra Pradesh,Kurnool,2009,,,,21.9714,129.9247,5.9134
coconut,Andhra Pradesh,Kurnool,2009,,,,27.0286,159.8303,5.9134
coconut,Andhra Pradesh,Kurnool,2010,,,,22.8681,199.5358,8.7255
coconut,Andhra Pradesh,Kurnool,2010,,,,28.1319,245.4642,8.7255
coconut,Andhra Pradesh,Kurnool,2011,,,,6.7259,53.4846,7.952
coconut,Andhra Pradesh,Kurnool,2011,,,,8.2741,65.7954,7.952
coconut,Andhra Pradesh,Kurnool,2012,,,,7.1743,61.8785,8.625
coconut,Andhra Pradesh,Kurnool,2012,,,,8.8257,76.1215,8.625
coconut,Andhra Pradesh,Kurnool,2013,,,,3.5872,26.0069,7.25
coconut,Andhra Pradesh,Kurnool,2013,,,,4.4128,31.9931,7.25
coconut,Andhra Pradesh,Kurnool,2017,,,,6.2775,,
coconut,Andhra Pradesh,Kurnool,2017,,,,7.7225,,
coconut,Andhra Pradesh,Kurnool,2018,,,,4.484,,
coconut,Andhra Pradesh,Kurnool,2018,,,,5.516,,
coconut,Andhra Pradesh,Kurnool,2019,,,,2.242,41.2523,18.4
coconut,Andhra Pradesh,Kurnool,2019,,,,2.758,50.7477,18.4
coconut,Andhra Pradesh,Kurnool,2020,,,,9.8647,172.6321,17.5
coconut,Andhra Pradesh,Kurnool,2020,,,,12.1353,212.3679,17.5
coconut,Andhra Pradesh,Kurnool,2021,,,,8.5195,156.4899,18.3684
coconut,Andhra Pradesh,Kurnool,2021,,,,10.4805,192.5101,18.3684
coconut,Andhra Pradesh,Kurnool,2022,,,,5.8291,106.718,18.3077
coconut,Andhra Pradesh,Kurnool,2022,,,,7.1709,131.282,18.3077
coconut,Andhra Pradesh,Nellore,2000,,,,15.1901,162.8541,10.7211
coconut,Andhra Pradesh,Nellore,2001,,,,14.6814,159.5739,10.8691
coconut,Andhra Pradesh,Nellore,2002,,,,14.6814,164.799,11.225
coconut,Andhra Pradesh,Nellore,2003,,,,14.536,172.2254,11.8482
coconut,Andhra Pradesh,Nellore,2004,,,,14.6814,172.4896,11.7489
coconut,Andhra Pradesh,Nellore,2005,,,,8.9396,78.3043,8.7592
coconut,Andhra Pradesh,Nellore,2006,,,,7.268,93.56,12.8729
coconut,Andhra Pradesh,Nellore,2008,,,,4.5788,41.9929,9.1711
coconut,Andhra Pradesh,Nellore,2009,,,,4.4335,49.7393,11.219
coconut,Andhra Pradesh,Nellore,2010,,,,5.3056,62.8682,11.8493
coconut,Andhra Pradesh,Nellore,2011,,,,3.416,47.6362,13.9452
coconut,Andhra Pradesh,Nellore,2012,,,,2.8345,48.4049,17.0769
coconut,Andhra Pradesh,Nellore,2013,,,,2.8345,46.9513,16.5641
coconut,Andhra Pradesh,Nellore,2014,,,,2.6892,43.608,16.2162
coconut,Andhra Pradesh,Nellore,2015,,,,2.9072,43.608,15.0
coconut,Andhra Pradesh,Nellore,2016,,,,2.9072,43.608,15.0
coconut,Andhra Pradesh,Nellore,2017,,,,1.5263,36.34,23.8095
coconut,Andhra Pradesh,Nellore,2018,,,,1.3809,43.608,31.5789
coconut,Andhra Pradesh,Nellore,2019,,,,1.3809,25.438,18.4211
coconut,Andhra Pradesh,Nellore,2020,,,,3.9974,69.9908,17.5091
coconut,Andhra Pradesh,Nellore,2021,,,,3.634,66.7202,18.36
coconut,Andhra Pradesh,Nellore,2022,,,,1.4536,26.6009,18.3
coconut,Andhra Pradesh,Prakasam,2000,,,,168.751,1809.1882,10.7211
coconut,Andhra Pradesh,Prakasam,2001,,,,163.099,1772.7477,10.8691
coconut,Andhra Pradesh,Prakasam,2002,,,,163.099,1830.7948,11.225
coconut,Andhra Pradesh,Prakasam,2003,,,,161.4842,1913.2971,11.8482
coconut,Andhra Pradesh,Prakasam,2004,,,,163.099,1916.2313,11.7489
coconut,Andhra Pradesh,Prakasam,2005,,,,99.3128,869.9025,8.7592
coconut,Andhra Pradesh,Prakasam,2006,,,,80.7421,1039.3826,12.8729
coconut,Andhra Pradesh,Prakasam,2008,,,,50.8675,466.5101,9.1711
coconut,Andhra Pradesh,Prakasam,2009,,,,49.2527,552.5666,11.219
coconut,Andhra Pradesh,Prakasam,2010,,,,58.9417,698.4192,11.8493
coconut,Andhra Pradesh,Prakasam,2011,,,,37.9488,529.2031,13.9452
coconut,Andhra Pradesh,Prakasam,2012,,,,31.4894,537.7424,17.0769
coconut,Andhra Pradesh,Prakasam,2013,,,,31.4894,521.594,16.5641
coconut,Andhra Pradesh,Prakasam,2014,,,,29.8746,484.4526,16.2162
coconut,Andhra Pradesh,Prakasam,2015,,,,32.2968,484.4526,15.0
