Crop_Name,State,District,Year,Rabi_Area,Rabi_Production,Rabi_Yield,Kharif_Area,Kharif_Production,Kharif_Yield,Summer_Area,Summer_Production,Summer_Yield,Year_Area,Year_Production,Year_Yield
tobacco,Andhra Pradesh,Anantapur,1997,,,,107.0044,107.0044,1.0,,,,,,
tobacco,Andhra Pradesh,Anantapur,1997,,,,92.9956,92.9956,1.0,,,,,,
tobacco,Andhra Pradesh,Anantapur,1998,,,,,,,,,,53.5022,53.5022,1.0
tobacco,Andhra Pradesh,Anantapur,1998,,,,,,,,,,46.4978,46.4978,1.0
tobacco,Andhra Pradesh,Anantapur,2000,,,,,,,,,,47.617,60.9925,1.2809
tobacco,Andhra Pradesh,Anantapur,2000,,,,,,,,,,41.383,53.0075,1.2809
tobacco,Andhra Pradesh,Anantapur,2001,,,,,,,,,,59.3874,59.3874,1.0
tobacco,Andhra Pradesh,Anantapur,2001,,,,,,,,,,51.6126,51.6126,1.0
tobacco,Andhra Pradesh,Anantapur,2002,,,,,,,,,,27.2861,48.152,1.7647
tobacco,Andhra Pradesh,Anantapur,2002,,,,,,,,,,23.7139,41.848,1.7647
tobacco,Andhra Pradesh,Anantapur,2003,,,,,,,,,,10.7004,13.3756,1.25
tobacco,Andhra Pradesh,Anantapur,2003,,,,,,,,,,9.2996,11.6244,1.25
tobacco,Andhra Pradesh,Anantapur,2004,,,,,,,,,,26.2161,28.3562,1.0816
tobacco,Andhra Pradesh,Anantapur,2004,,,,,,,,,,22.7839,24.6438,1.0816
tobacco,Andhra Pradesh,Anantapur,2005,,,,,,,,,,0.535,0.535,1.0
tobacco,Andhra Pradesh,Anantapur,2005,,,,,,,,,,0.465,0.465,1.0
tobacco,Andhra Pradesh,Anantapur,2008,,,,,,,,,,52.9672,84.5335,1.596
tobacco,Andhra Pradesh,Anantapur,2008,,,,,,,,,,46.0328,73.4665,1.596
tobacco,Andhra Pradesh,Anantapur,2009,,,,,,,,,,374.5154,630.7909,1.6843
tobacco,Andhra Pradesh,Anantapur,2009,,,,,,,,,,325.4846,548.2091,1.6843
tobacco,Andhra Pradesh,Anantapur,2010,,,,,,,,,,93.0938,150.8762,1.6207
tobacco,Andhra Pradesh,Anantapur,2010,,,,,,,,,,80.9062,131.1238,1.6207
tobacco,Andhra Pradesh,Anantapur,2011,,,,,,,,,,74.9031,120.915,1.6143
tobacco,Andhra Pradesh,Anantapur,2011,,,,,,,,,,65.0969,105.085,1.6143
tobacco,Andhra Pradesh,Anantapur,2013,97.909,165.3218,1.6885,3.2101,5.8852,1.8333,,,,,,
tobacco,Andhra Pradesh,Anantapur,2013,85.091,143.6782,1.6885,2.7899,5.1148,1.8333,,,,,,
tobacco,Andhra Pradesh,Anantapur,2014,182.4425,339.739,1.8622,8.0253,23.0059,2.8667,,,,,,
tobacco,Andhra Pradesh,Anantapur,2014,158.5575,295.261,1.8622,6.9747,19.9941,2.8667,,,,,,
tobacco,Andhra Pradesh,Anantapur,2015,107.5394,139.6407,1.2985,9.6304,17.1207,1.7778,,,,,,
tobacco,Andhra Pradesh,Anantapur,2015,93.4606,121.3593,1.2985,8.3696,14.8793,1.7778,,,,,,
tobacco,Andhra Pradesh,Anantapur,2016,24.611,37.9866,1.5435,12.8405,21.4009,1.6667,,,,,,
tobacco,Andhra Pradesh,Anantapur,2016,21.389,33.0134,1.5435,11.1595,18.5991,1.6667,,,,,,
tobacco,Andhra Pradesh,Anantapur,2017,8.5604,6.4203,0.75,8.5604,11.7705,1.375,,,,,,
tobacco,Andhra Pradesh,Anantapur,2017,7.4396,5.5797,0.75,7.4396,10.2295,1.375,,,,,,
tobacco,Andhra Pradesh,Anantapur,2018,5.8852,6.9553,1.1818,5.3502,6.4203,1.2,,,,,,
tobacco,Andhra Pradesh,Anantapur,2018,5.1148,6.0447,1.1818,4.6498,5.5797,1.2,,,,,,
tobacco,Andhra Pradesh,Anantapur,2019,1.07,2.1401,2.0,,,,,,,,,
tobacco,Andhra Pradesh,Anantapur,2019,0.93,1.8599,2.0,,,,,,,,,
tobacco,Andhra Pradesh,Anantapur,2020,6.4203,13.9106,2.1667,,,,,,,,,
tobacco,Andhra Pradesh,Anantapur,2020,5.5797,12.0894,2.1667,,,,,,,,,
tobacco,Andhra Pradesh,Anantapur,2021,4.8152,9.6304,2.0,0.535,1.07,2.0,,,,,,
tobacco,Andhra Pradesh,Anantapur,2021,4.1848,8.3696,2.0,0.465,0.93,2.0,,,,,,
tobacco,Andhra Pradesh,Anantapur,2022,6.4203,14.4456,2.25,,,,,,,,,
tobacco,Andhra Pradesh,Anantapur,2022,5.5797,12.5544,2.25,,,,,,,,,
tobacco,Andhra Pradesh,Chittoor,1999,,,,,,,,,,7.5756,7.5756,1.0
tobacco,Andhra Pradesh,Chittoor,1999,,,,,,,,,,5.1411,5.1411,1.0
tobacco,Andhra Pradesh,Chittoor,2000,,,,,,,,,,6.2387,5.7931,0.9286
tobacco,Andhra Pradesh,Chittoor,2000,,,,,,,,,,4.2339,3.9315,0.9286
tobacco,Andhra Pradesh,Chittoor,2001,,,,,,,,,,14.7055,16.9336,1.1515
tobacco,Andhra Pradesh,Chittoor,2001,,,,,,,,,,9.9799,11.492,1.1515
tobacco,Andhra Pradesh,Chittoor,2002,,,,,,,,,,29.4111,47.6816,1.6212
tobacco,Andhra Pradesh,Chittoor,2002,,,,,,,,,,19.9597,32.3589,1.6212
tobacco,Andhra Pradesh,Chittoor,2003,,,,,,,,,,0.8912,1.3369,1.5
tobacco,Andhra Pradesh,Chittoor,2003,,,,,,,,,,0.6048,0.9073,1.5
tobacco,Andhra Pradesh,Chittoor,2004,,,,,,,,,,1.7825,1.7825,1.0
tobacco,Andhra Pradesh,Chittoor,2004,,,,,,,,,,1.2097,1.2097,1.0
tobacco,Andhra Pradesh,Chittoor,2005,,,,,,,,,,3.1194,3.1194,1.0
tobacco,Andhra Pradesh,Chittoor,2005,,,,,,,,,,2.1169,2.1169,1.0
tobacco,Andhra Pradesh,Chittoor,2006,,,,,,,,,,50.8009,59.7133,1.1754
tobacco,Andhra Pradesh,Chittoor,2006,,,,,,,,,,34.4759,40.5243,1.1754
tobacco,Andhra Pradesh,Chittoor,2008,,,,,,,,,,100.265,159.9783,1.5956
tobacco,Andhra Pradesh,Chittoor,2008,,,,,,,,,,68.0445,108.5688,1.5956
tobacco,Andhra Pradesh,Chittoor,2009,,,,,,,,,,134.1322,226.376,1.6877
tobacco,Andhra Pradesh,Chittoor,2009,,,,,,,,,,91.0284,153.6294,1.6877
tobacco,Andhra Pradesh,Chittoor,2010,,,,,,,,,,57.9309,102.0474,1.7615
tobacco,Andhra Pradesh,Chittoor,2010,,,,,,,,,,39.3146,69.2542,1.7615
tobacco,Andhra Pradesh,Chittoor,2011,,,,,,,,,,22.7267,36.541,1.6078
tobacco,Andhra Pradesh,Chittoor,2011,,,,,,,,,,15.4234,24.7984,1.6078
tobacco,Andhra Pradesh,Chittoor,2013,28.5198,51.6922,1.8125,3.565,6.6843,1.875,,,,,,
tobacco,Andhra Pradesh,Chittoor,2013,19.3549,35.0807,1.8125,2.4194,4.5363,1.875,,,,,,
tobacco,Andhra Pradesh,Chittoor,2014,20.9442,62.8327,3.0,,,,,,,,,
tobacco,Andhra Pradesh,Chittoor,2014,14.2137,42.6412,3.0,,,,,,,,,
tobacco,Andhra Pradesh,Chittoor,2015,1.7825,3.1194,1.75,,,,,,,,,
tobacco,Andhra Pradesh,Chittoor,2015,1.2097,2.1169,1.75,,,,,,,,,
tobacco,Andhra Pradesh,East Godavari,1997,,,,5883.4398,7325.313,1.2451,,,,,,
tobacco,Andhra Pradesh,East Godavari,1997,,,,3686.9819,4812.7779,1.3053,,,,,,
tobacco,Andhra Pradesh,East Godavari,1997,,,,2876.0788,3754.2708,1.3053,,,,,,
tobacco,Andhra Pradesh,East Godavari,1998,,,,,,,,,,5551.7328,8806.798,1.5863
tobacco,Andhra Pradesh,East Godavari,1998,,,,,,,,,,1970.143,4475.0391,2.2714
tobacco,Andhra Pradesh,East Godavari,1998,,,,,,,,,,1536.836,3490.8132,2.2714
tobacco,Andhra Pradesh,East Godavari,1999,,,,,,,,,,4382.0634,4874.5322,1.1124
tobacco,Andhra Pradesh,East Godavari,1999,,,,,,,,,,2498.4228,2865.7137,1.147
tobacco,Andhra Pradesh,East Godavari,1999,,,,,,,,,,1948.9276,2235.4377,1.147
tobacco,Andhra Pradesh,East Godavari,2000,,,,,,,,,,1874.2969,3681.271,1.9641
tobacco,Andhra Pradesh,East Godavari,2000,,,,,,,,,,1591.3126,2585.1091,1.6245
tobacco,Andhra Pradesh,East Godavari,2000,,,,,,,,,,1241.3244,2016.5484,1.6245
tobacco,Andhra Pradesh,East Godavari,2001,,,,,,,,,,4705.828,6879.1597,1.4618
tobacco,Andhra Pradesh,East Godavari,2001,,,,,,,,,,2553.0239,4061.0276,1.5907
tobacco,Andhra Pradesh,East Godavari,2001,,,,,,,,,,1991.5199,3167.8581,1.5907
tobacco,Andhra Pradesh,East Godavari,2002,,,,,,,,,,3681.7657,6708.1056,1.822
tobacco,Andhra Pradesh,East Godavari,2002,,,,,,,,,,1288.1921,3555.2638,2.7599
tobacco,Andhra Pradesh,East Godavari,2002,,,,,,,,,,1004.8712,2773.3303,2.7599
tobacco,Andhra Pradesh,East Godavari,2003,,,,,,,,,,4266.7254,7380.4916,1.7298
tobacco,Andhra Pradesh,East Godavari,2003,,,,,,,,,,1877.8277,5671.4788,3.0202
tobacco,Andhra Pradesh,East Godavari,2003,,,,,,,,,,1464.8243,4424.1117,3.0202
tobacco,Andhra Pradesh,East Godavari,2004,,,,,,,,,,3514.6062,4988.6,1.4194
tobacco,Andhra Pradesh,East Godavari,2004,,,,,,,,,,1373.7526,1907.3799,1.3884
tobacco,Andhra Pradesh,East Godavari,2004,,,,,,,,,,1071.6138,1487.8768,1.3884
tobacco,Andhra Pradesh,East Godavari,2005,,,,,,,,,,4310.1368,8384.699,1.9453
tobacco,Andhra Pradesh,East Godavari,2005,,,,,,,,,,2243.1485,4066.6566,1.8129
tobacco,Andhra Pradesh,East Godavari,2005,,,,,,,,,,1749.7976,3172.2491,1.8129
tobacco,Andhra Pradesh,East Godavari,2006,,,,,,,,,,4283.7285,7815.1077,1.8244
tobacco,Andhra Pradesh,East Godavari,2006,,,,,,,,,,2002.7911,3713.4381,1.8541
tobacco,Andhra Pradesh,East Godavari,2006,,,,,,,,,,1562.3036,2896.7163,1.8541
tobacco,Andhra Pradesh,East Godavari,2007,,,,,,,,,,4407.12,8381.47,1.9018
tobacco,Andhra Pradesh,East Godavari,2007,,,,,,,,,,1970.143,1970.143,1.0
tobacco,Andhra Pradesh,East Godavari,2007,,,,,,,,,,1536.836,1536.836,1.0
tobacco,Andhra Pradesh,East Godavari,2008,,,,,,,,,,5687.8196,13126.8587,2.3079
tobacco,Andhra Pradesh,East Godavari,2008,,,,,,,,,,2315.4809,9235.4675,3.9886
tobacco,Andhra Pradesh,East Godavari,2008,,,,,,,,,,1806.2214,7204.2481,3.9886
tobacco,Andhra Pradesh,East Godavari,2009,,,,,,,,,,5814.9555,11433.0945,1.9662
tobacco,Andhra Pradesh,East Godavari,2009,,,,,,,,,,2530.2265,5291.8041,2.0914
tobacco,Andhra Pradesh,East Godavari,2009,,,,,,,,,,1973.7365,4127.9415,2.0914
tobacco,Andhra Pradesh,East Godavari,2010,,,,,,,,,,5102.2883,9851.8142,1.9309
tobacco,Andhra Pradesh,East Godavari,2010,,,,,,,,,,1352.081,3310.1217,2.4482
tobacco,Andhra Pradesh,East Godavari,2010,,,,,,,,,,1054.7086,2582.104,2.4482
tobacco,Andhra Pradesh,East Godavari,2011,,,,,,,,,,4708.4387,9169.5758,1.9475
tobacco,Andhra Pradesh,East Godavari,2011,,,,,,,,,,1277.2156,3582.2829,2.8048
tobacco,Andhra Pradesh,East Godavari,2011,,,,,,,,,,996.3088,2794.4069,2.8048
tobacco,Andhra Pradesh,East Godavari,2012,,,,,,,,,,4942.078,9421.118,1.9063
tobacco,Andhra Pradesh,East Godavari,2012,,,,,,,,,,1407.245,4221.735,3.0
tobacco,Andhra Pradesh,East Godavari,2012,,,,,,,,,,1097.74,3293.22,3.0
tobacco,Andhra Pradesh,East Godavari,2013,4575.7163,8391.0184,1.8338,139.0529,364.5266,2.6215,,,,,,
tobacco,Andhra Pradesh,East Godavari,2013,795.9378,2589.8937,3.2539,301.1504,789.4644,2.6215,,,,,,
tobacco,Andhra Pradesh,East Godavari,2013,620.8817,2020.2807,3.2539,234.9164,615.8321,2.6215,,,,,,
tobacco,Andhra Pradesh,East Godavari,2014,4849.7524,15948.8225,3.2886,130.8657,594.9386,4.5462,,,,,,
tobacco,Andhra Pradesh,East Godavari,2014,847.1615,3861.7617,4.5585,283.4191,1288.4735,4.5462,,,,,,
tobacco,Andhra Pradesh,East Godavari,2014,660.8395,3012.4181,4.5585,221.0848,1005.0907,4.5462,,,,,,
tobacco,Andhra Pradesh,East Godavari,2015,3750.7074,11514.7655,3.07,48.9934,208.7093,4.2599,,,,,,
tobacco,Andhra Pradesh,East Godavari,2015,596.3904,2638.5844,4.4243,106.1063,452.0071,4.2599,,,,,,
tobacco,Andhra Pradesh,East Godavari,2015,465.2222,2058.2625,4.4243,82.7696,352.5941,4.2599,,,,,,
tobacco,Andhra Pradesh,East Godavari,2016,3502.3331,10033.9843,2.8649,126.1873,286.0332,2.2667,,,,,,
tobacco,Andhra Pradesh,East Godavari,2016,558.3948,1913.2903,3.4264,273.287,619.4692,2.2667,,,,,,
tobacco,Andhra Pradesh,East Godavari,2016,435.5832,1492.4873,3.4264,213.1811,483.2251,2.2667,,,,,,
tobacco,Andhra Pradesh,East Godavari,2017,3914.5336,9368.5214,2.3933,66.2776,205.2005,3.0961,,,,,,
tobacco,Andhra Pradesh,East Godavari,2017,533.9088,1836.1733,3.4391,143.539,444.408,3.0961,,,,,,
tobacco,Andhra Pradesh,East Godavari,2017,416.4826,1432.3312,3.4391,111.9695,346.6663,3.0961,,,,,,
tobacco,Andhra Pradesh,East Godavari,2018,3453.8272,5319.9038,1.5403,94.608,230.1521,2.4327,,,,,,
tobacco,Andhra Pradesh,East Godavari,2018,604.8339,1759.3377,2.9088,204.8949,498.4462,2.4327,,,,,,
tobacco,Andhra Pradesh,East Godavari,2018,471.8087,1372.3945,2.9088,159.8309,388.8195,2.4327,,,,,,
tobacco,Andhra Pradesh,East Godavari,2019,3051.6809,7875.9033,2.5808,82.0022,225.7336,2.7528,,,,,,
tobacco,Andhra Pradesh,East Godavari,2019,568.8084,1864.0367,3.2771,177.5943,488.8769,2.7528,,,,,,
tobacco,Andhra Pradesh,East Godavari,2019,443.7065,1454.0664,3.2771,138.5348,381.3549,2.7528,,,,,,
tobacco,Andhra Pradesh,East Godavari,2020,2382.5398,5895.2825,2.4744,7.9273,19.7533,2.4918,,,,,,
tobacco,Andhra Pradesh,East Godavari,2020,402.4721,1129.7363,2.807,17.1684,42.7802,2.4918,,,,,,
tobacco,Andhra Pradesh,East Godavari,2020,313.9536,881.2657,2.807,13.3924,33.3713,2.4918,,,,,,
tobacco,Andhra Pradesh,East Godavari,2021,2191.9082,5638.5502,2.5724,15.3348,43.1454,2.8136,,,,,,
tobacco,Andhra Pradesh,East Godavari,2021,313.2527,960.0225,3.0647,33.211,93.4411,2.8136,,,,,,
tobacco,Andhra Pradesh,East Godavari,2021,244.3569,748.8782,3.0647,25.9067,72.8899,2.8136,,,,,,
tobacco,Andhra Pradesh,East Godavari,2022,662.1258,1933.8752,2.9207,,,,,,,,,
tobacco,Andhra Pradesh,East Godavari,2022,1433.9827,4188.2426,2.9207,,,,,,,,,
tobacco,Andhra Pradesh,East Godavari,2022,1118.5971,3267.0938,2.9207,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,1997,,,,11221.0517,9636.8868,0.8588,,,,,,
tobacco,Andhra Pradesh,Guntur,1997,,,,2437.434,2822.292,1.1579,,,,,,
tobacco,Andhra Pradesh,Guntur,1997,,,,7225.5252,8366.3976,1.1579,,,,,,
tobacco,Andhra Pradesh,Guntur,1998,,,,,,,,,,10440.9583,11712.1388,1.1217
tobacco,Andhra Pradesh,Guntur,1998,,,,,,,,,,2116.719,2907.816,1.3737
tobacco,Andhra Pradesh,Guntur,1998,,,,,,,,,,6274.7982,8619.9248,1.3737
tobacco,Andhra Pradesh,Guntur,1999,,,,,,,,,,9198.8092,8874.7799,0.9648
tobacco,Andhra Pradesh,Guntur,1999,,,,,,,,,,1824.6545,3486.8135,1.9109
tobacco,Andhra Pradesh,Guntur,1999,,,,,,,,,,5409.0028,10336.3039,1.9109
tobacco,Andhra Pradesh,Guntur,2000,,,,,,,,,,1194.8069,1785.7757,1.4946
tobacco,Andhra Pradesh,Guntur,2000,,,,,,,,,,501.3844,,
tobacco,Andhra Pradesh,Guntur,2000,,,,,,,,,,1486.3032,,
tobacco,Andhra Pradesh,Guntur,2001,,,,,,,,,,6616.0004,7613.3883,1.1508
tobacco,Andhra Pradesh,Guntur,2001,,,,,,,,,,610.8552,957.8688,1.5681
tobacco,Andhra Pradesh,Guntur,2001,,,,,,,,,,1810.818,2839.5046,1.5681
tobacco,Andhra Pradesh,Guntur,2002,,,,,,,,,,7414.3153,8198.7121,1.1058
tobacco,Andhra Pradesh,Guntur,2002,,,,,,,,,,554.1955,599.3094,1.0814
tobacco,Andhra Pradesh,Guntur,2002,,,,,,,,,,1642.8563,1776.5919,1.0814
tobacco,Andhra Pradesh,Guntur,2003,,,,,,,,,,7503.8226,9465.5718,1.2614
tobacco,Andhra Pradesh,Guntur,2003,,,,,,,,,,680.1296,1702.9966,2.5039
tobacco,Andhra Pradesh,Guntur,2003,,,,,,,,,,2016.1751,5048.3604,2.5039
tobacco,Andhra Pradesh,Guntur,2004,,,,,,,,,,7999.9824,10368.5383,1.2961
tobacco,Andhra Pradesh,Guntur,2004,,,,,,,,,,827.8723,1500.9462,1.813
tobacco,Andhra Pradesh,Guntur,2004,,,,,,,,,,2454.1433,4449.4024,1.813
tobacco,Andhra Pradesh,Guntur,2005,,,,,,,,,,7794.6701,10109.2538,1.2969
tobacco,Andhra Pradesh,Guntur,2005,,,,,,,,,,664.9491,1231.3318,1.8518
tobacco,Andhra Pradesh,Guntur,2005,,,,,,,,,,1971.174,3650.1579,1.8518
tobacco,Andhra Pradesh,Guntur,2006,,,,,,,,,,7616.9671,8280.619,1.0871
tobacco,Andhra Pradesh,Guntur,2006,,,,,,,,,,543.2912,1149.6564,2.1161
tobacco,Andhra Pradesh,Guntur,2006,,,,,,,,,,1610.5315,3408.0394,2.1161
tobacco,Andhra Pradesh,Guntur,2007,,,,,,,,,,7138.987,8795.093,1.232
tobacco,Andhra Pradesh,Guntur,2007,,,,,,,,,,427.62,1069.05,2.5
tobacco,Andhra Pradesh,Guntur,2007,,,,,,,,,,1267.636,3169.09,2.5
tobacco,Andhra Pradesh,Guntur,2008,,,,,,,,,,10752.02,16869.5002,1.569
tobacco,Andhra Pradesh,Guntur,2008,,,,,,,,,,1335.4573,3397.4409,2.544
tobacco,Andhra Pradesh,Guntur,2008,,,,,,,,,,3958.8272,10071.368,2.544
tobacco,Andhra Pradesh,Guntur,2009,,,,,,,,,,12710.8435,22045.5343,1.7344
tobacco,Andhra Pradesh,Guntur,2009,,,,,,,,,,1971.9696,4502.6248,2.2833
tobacco,Andhra Pradesh,Guntur,2009,,,,,,,,,,5845.7034,13347.5733,2.2833
tobacco,Andhra Pradesh,Guntur,2010,,,,,,,,,,10371.4748,16924.0799,1.6318
tobacco,Andhra Pradesh,Guntur,2010,,,,,,,,,,880.042,2293.9675,2.6067
tobacco,Andhra Pradesh,Guntur,2010,,,,,,,,,,2608.7949,6800.2333,2.6067
tobacco,Andhra Pradesh,Guntur,2011,,,,,,,,,,8210.4728,15384.9828,1.8738
tobacco,Andhra Pradesh,Guntur,2011,,,,,,,,,,959.3655,3165.0294,3.2991
tobacco,Andhra Pradesh,Guntur,2011,,,,,,,,,,2843.9414,9382.4079,3.2991
tobacco,Andhra Pradesh,Guntur,2012,,,,,,,,,,9546.96,18994.007,1.9895
tobacco,Andhra Pradesh,Guntur,2012,,,,,,,,,,1282.86,4276.2,3.3333
tobacco,Andhra Pradesh,Guntur,2012,,,,,,,,,,3802.908,12676.36,3.3333
tobacco,Andhra Pradesh,Guntur,2013,10982.0088,22295.484,2.0302,336.3167,1049.4759,3.1205,,,,,,
tobacco,Andhra Pradesh,Guntur,2013,1375.8674,4601.8326,3.3447,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,2013,4078.6188,13641.6648,3.3447,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,2014,10203.8538,22273.1703,2.1828,215.9381,443.5064,2.0539,,,,,,
tobacco,Andhra Pradesh,Guntur,2014,1067.1257,3112.8598,2.9171,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,2014,3163.3856,9227.7563,2.9171,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,2015,6633.7576,13354.3981,2.0131,142.2002,482.9532,3.3963,,,,,,
tobacco,Andhra Pradesh,Guntur,2015,424.6267,1538.1491,3.6224,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,2015,1258.7625,4559.6867,3.6224,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,2016,4724.7206,9593.5376,2.0305,228.1678,745.7718,3.2685,,,,,,
tobacco,Andhra Pradesh,Guntur,2016,367.7532,859.3024,2.3366,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,2016,1090.167,2547.3145,2.3366,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,2017,5238.4756,10780.3239,2.0579,421.0508,1300.8356,3.0895,,,,,,
tobacco,Andhra Pradesh,Guntur,2017,512.9302,1482.3447,2.89,289.4987,845.8324,2.9217,,,,,,
tobacco,Andhra Pradesh,Guntur,2017,1520.5294,4394.2602,2.89,858.1896,2507.384,2.9217,,,,,,
tobacco,Andhra Pradesh,Guntur,2018,6166.9942,9096.8882,1.4751,388.7279,1068.0036,2.7474,,,,,,
tobacco,Andhra Pradesh,Guntur,2018,996.996,2252.4884,2.2593,201.409,474.872,2.3577,,,,,,
tobacco,Andhra Pradesh,Guntur,2018,2955.4933,6677.2726,2.2593,597.0566,1407.7098,2.3577,,,,,,
tobacco,Andhra Pradesh,Guntur,2019,5836.1796,11557.0895,1.9802,744.2589,2058.3908,2.7657,,,,,,
tobacco,Andhra Pradesh,Guntur,2019,536.6631,1446.4246,2.6952,532.3869,1348.9273,2.5337,,,,,,
tobacco,Andhra Pradesh,Guntur,2019,1590.8832,4287.7788,2.6952,1578.2068,3998.7578,2.5337,,,,,,
tobacco,Andhra Pradesh,Guntur,2020,4141.2722,9736.4226,2.3511,314.2557,863.0917,2.7465,,,,,,
tobacco,Andhra Pradesh,Guntur,2020,407.0942,1128.2754,2.7715,266.8349,725.885,2.7204,,,,,,
tobacco,Andhra Pradesh,Guntur,2020,1206.7895,3344.6576,2.7715,791.0049,2151.8121,2.7204,,,,,,
tobacco,Andhra Pradesh,Guntur,2021,4030.8154,8739.2151,2.1681,317.9177,812.3817,2.5553,,,,,,
tobacco,Andhra Pradesh,Guntur,2021,517.4202,1114.8053,2.1545,308.314,646.9891,2.0985,,,,,,
tobacco,Andhra Pradesh,Guntur,2021,1533.8396,3304.7271,2.1545,913.9656,1917.9333,2.0985,,,,,,
tobacco,Andhra Pradesh,Guntur,2022,2951.0144,4927.9272,1.6699,124.2154,312.4568,2.5154,,,,,,
tobacco,Andhra Pradesh,Guntur,2022,128.286,512.0749,3.9917,,,,,,,,,
tobacco,Andhra Pradesh,Guntur,2022,380.2908,1517.9941,3.9917,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,1997,,,,3421.6721,3066.1737,0.8961,,,,,,
tobacco,Andhra Pradesh,Krishna,1997,,,,2857.9551,2561.0247,0.8961,,,,,,
tobacco,Andhra Pradesh,Krishna,1998,,,,,,,,,,3554.984,6843.3442,1.925
tobacco,Andhra Pradesh,Krishna,1998,,,,,,,,,,2969.304,5715.9102,1.925
tobacco,Andhra Pradesh,Krishna,1999,,,,,,,,,,1641.0695,1649.0682,1.0049
tobacco,Andhra Pradesh,Krishna,1999,,,,,,,,,,1370.705,1377.3859,1.0049
tobacco,Andhra Pradesh,Krishna,2000,,,,,,,,,,1186.0315,3189.265,2.689
tobacco,Andhra Pradesh,Krishna,2000,,,,,,,,,,990.634,2663.8369,2.689
tobacco,Andhra Pradesh,Krishna,2001,,,,,,,,,,1681.5074,2911.0875,1.7312
tobacco,Andhra Pradesh,Krishna,2001,,,,,,,,,,1404.4808,2431.4888,1.7312
tobacco,Andhra Pradesh,Krishna,2002,,,,,,,,,,1702.8373,4183.3274,2.4567
tobacco,Andhra Pradesh,Krishna,2002,,,,,,,,,,1422.2966,3494.1285,2.4567
tobacco,Andhra Pradesh,Krishna,2003,,,,,,,,,,1837.9267,3521.2117,1.9159
tobacco,Andhra Pradesh,Krishna,2003,,,,,,,,,,1535.1302,2941.0956,1.9159
tobacco,Andhra Pradesh,Krishna,2004,,,,,,,,,,2264.9692,4261.0927,1.8813
tobacco,Andhra Pradesh,Krishna,2004,,,,,,,,,,1891.8178,3559.082,1.8813
tobacco,Andhra Pradesh,Krishna,2005,,,,,,,,,,2109.4386,4470.3924,2.1192
tobacco,Andhra Pradesh,Krishna,2005,,,,,,,,,,1761.9108,3733.8998,2.1192
tobacco,Andhra Pradesh,Krishna,2006,,,,,,,,,,2308.9621,5192.4985,2.2488
tobacco,Andhra Pradesh,Krishna,2006,,,,,,,,,,1928.5629,4337.0397,2.2488
tobacco,Andhra Pradesh,Krishna,2007,,,,,,,,,,2221.865,5332.476,2.4
tobacco,Andhra Pradesh,Krishna,2007,,,,,,,,,,1855.815,4453.956,2.4
tobacco,Andhra Pradesh,Krishna,2008,,,,,,,,,,3175.0451,8671.9391,2.7313
tobacco,Andhra Pradesh,Krishna,2008,,,,,,,,,,2651.9596,7243.2459,2.7313
tobacco,Andhra Pradesh,Krishna,2009,,,,,,,,,,3122.6091,8653.7198,2.7713
tobacco,Andhra Pradesh,Krishna,2009,,,,,,,,,,2608.1624,7228.0283,2.7713
tobacco,Andhra Pradesh,Krishna,2010,,,,,,,,,,2292.9647,5675.0876,2.475
tobacco,Andhra Pradesh,Krishna,2010,,,,,,,,,,1915.2011,4740.1227,2.475
tobacco,Andhra Pradesh,Krishna,2011,,,,,,,,,,1521.9775,5890.6085,3.8704
tobacco,Andhra Pradesh,Krishna,2011,,,,,,,,,,1271.2333,4920.1367,3.8704
tobacco,Andhra Pradesh,Krishna,2012,,,,,,,,,,1333.119,5776.849,4.3333
tobacco,Andhra Pradesh,Krishna,2012,,,,,,,,,,1113.489,4825.119,4.3333
tobacco,Andhra Pradesh,Krishna,2013,706.9974,3319.4663,4.6952,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,2013,590.5203,2772.5876,4.6952,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,2014,891.4122,5566.6606,6.2448,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,2014,744.553,4649.5589,6.2448,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,2015,683.89,3730.067,5.4542,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,2015,571.2199,3115.5422,5.4542,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,2016,657.2277,3006.6277,4.5747,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,2016,548.9501,2511.2889,4.5747,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,2017,586.5724,3085.2817,5.2598,,,,,,,,,
tobacco,Andhra Pradesh,Krishna,2017,489.9352,2576.9847,5.2598,,,,,,,,,
