Crop_Name,State,District,Year,Rabi_Area,Rabi_Production,Rabi_Yield,Kharif_Area,Kharif_Production,Kharif_Yield,Summer_Area,Summer_Production,Summer_Yield,Year_Area,Year_Production,Year_Yield
tobacco,Kerala,Kasaragod,2004,,,,,,,,,,40.0,223.0,5.575
tobacco,Kerala,Kasaragod,2005,,,,,,,,,,43.0,69.0,1.6047
tobacco,Kerala,Kasaragod,2006,,,,,,,,,,31.0,50.0,1.6129
tobacco,Kerala,Kasaragod,2007,,,,,,,,,,43.0,69.0,1.6047
tobacco,Kerala,Kasaragod,2008,,,,,,,,,,39.0,63.0,1.6154
tobacco,Kerala,Kasaragod,2009,,,,,,,,,,29.0,34.0,1.1724
tobacco,Kerala,Kasaragod,2011,,,,,,,,,,43.0,69.0,1.6047
tobacco,Kerala,Kasaragod,2012,,,,,,,,,,13.0,23.0,1.7692
tobacco,Kerala,Kasaragod,2013,,,,,,,,,,9.0,17.0,1.8889
tobacco,Kerala,Kasaragod,2014,,,,,,,,,,13.0,21.0,1.6154
tobacco,Kerala,Kasaragod,2015,,,,,,,,,,9.0,15.0,1.6667
tobacco,Kerala,Kasaragod,2016,,,,,,,,,,12.0,18.0,1.5
tobacco,Kerala,Kasaragod,2017,,,,,,,,,,10.0,16.0,1.6
tobacco,Kerala,Kasaragod,2018,,,,,,,,,,7.28,11.65,1.6003
tobacco,Kerala,Kasaragod,2019,,,,,,,,,,8.0,14.4,1.8
tobacco,Kerala,Kasaragod,2020,,,,,,,,,,6.0,11.0,1.8333
tobacco,Kerala,Kasaragod,2021,,,,,,,,,,3.0,5.0,1.6667
tobacco,Kerala,Kasaragod,2022,,,,,,,,,,7.0,10.0,1.4286
tobacco,Madhya Pradesh,Anuppur,2001,,,,,,,,,,2.5423,1.483,0.5833
tobacco,Madhya Pradesh,Anuppur,2002,,,,,,,,,,2.5423,1.483,0.5833
tobacco,Madhya Pradesh,Anuppur,2006,,,,,,,,,,2.3304,1.0593,0.4545
tobacco,Madhya Pradesh,Anuppur,2007,,,,,,,,,,2.7541,1.2711,0.4615
tobacco,Madhya Pradesh,Anuppur,2008,,,,,,,,,,2.3304,1.0593,0.4545
tobacco,Madhya Pradesh,Anuppur,2009,,,,,,,,,,1.9067,0.8474,0.4444
tobacco,Madhya Pradesh,Anuppur,2010,,,,,,,,,,1.6948,0.8474,0.5
tobacco,Madhya Pradesh,Anuppur,2011,,,,,,,,,,2.0593,0.2119,0.1029
tobacco,Madhya Pradesh,Anuppur,2012,,,,,,,,,,0.8474,0.4237,0.5
tobacco,Madhya Pradesh,Anuppur,2013,,,,,,,,,,2.6356,1.4237,0.5402
tobacco,Madhya Pradesh,Balaghat,2001,,,,,,,,,,3.0,2.0,0.6667
tobacco,Madhya Pradesh,Balaghat,2002,,,,,,,,,,1.0,1.0,1.0
tobacco,Madhya Pradesh,Barwani,2001,,,,,,,,,,67.0,40.0,0.597
tobacco,Madhya Pradesh,Barwani,2002,,,,,,,,,,44.0,23.0,0.5227
tobacco,Madhya Pradesh,Barwani,2006,,,,,,,,,,63.0,27.0,0.4286
tobacco,Madhya Pradesh,Barwani,2007,,,,,,,,,,23.0,11.0,0.4783
tobacco,Madhya Pradesh,Barwani,2008,,,,,,,,,,23.0,11.0,0.4783
tobacco,Madhya Pradesh,Barwani,2009,,,,,,,,,,17.0,7.0,0.4118
tobacco,Madhya Pradesh,Barwani,2010,,,,,,,,,,13.0,8.0,0.6154
tobacco,Madhya Pradesh,Barwani,2011,,,,,,,,,,1.0,,
tobacco,Madhya Pradesh,Chhatarpur,2001,,,,,,,,,,72.0,32.0,0.4444
tobacco,Madhya Pradesh,Chhatarpur,2002,,,,,,,,,,54.0,21.0,0.3889
tobacco,Madhya Pradesh,Chhatarpur,2006,,,,,,,,,,66.0,23.0,0.3485
tobacco,Madhya Pradesh,Chhatarpur,2007,,,,,,,,,,46.0,14.0,0.3043
tobacco,Madhya Pradesh,Chhatarpur,2008,,,,,,,,,,153.0,55.0,0.3595
tobacco,Madhya Pradesh,Chhatarpur,2009,,,,,,,,,,39.0,14.0,0.359
tobacco,Madhya Pradesh,Chhatarpur,2010,,,,,,,,,,49.0,18.0,0.3673
tobacco,Madhya Pradesh,Chhatarpur,2011,,,,,,,,,,73.0,17.0,0.2329
tobacco,Madhya Pradesh,Chhatarpur,2012,,,,,,,,,,77.0,33.0,0.4286
tobacco,Madhya Pradesh,Chhatarpur,2013,,,,,,,,,,53.0,22.0,0.4151
tobacco,Madhya Pradesh,Datia,2009,,,,,,,,,,192.0,87.0,0.4531
tobacco,Madhya Pradesh,Dhar,2001,,,,,,,,,,23.0,7.0,0.3043
tobacco,Madhya Pradesh,Dhar,2002,,,,,,,,,,2.0,1.0,0.5
tobacco,Madhya Pradesh,Dhar,2006,,,,,,,,,,2.0,1.0,0.5
tobacco,Madhya Pradesh,Dhar,2009,,,,,,,,,,1.0,,
tobacco,Madhya Pradesh,Dhar,2010,,,,,,,,,,2.0,1.0,0.5
tobacco,Madhya Pradesh,Dhar,2011,,,,,,,,,,1.0,,
tobacco,Madhya Pradesh,Dhar,2012,,,,,,,,,,1.0,,
tobacco,Madhya Pradesh,Mandsaur,2006,,,,,,,,,,1.0,,
tobacco,Madhya Pradesh,Mandsaur,2007,,,,,,,,,,2.0,1.0,0.5
tobacco,Madhya Pradesh,Mandsaur,2009,,,,,,,,,,2.0,1.0,0.5
tobacco,Madhya Pradesh,Mandsaur,2010,,,,,,,,,,9.0,5.0,0.5556
tobacco,Madhya Pradesh,Mandsaur,2011,,,,,,,,,,1.0,,
tobacco,Madhya Pradesh,Mandsaur,2012,,,,,,,,,,3.0,1.0,0.3333
tobacco,Madhya Pradesh,Mandsaur,2013,,,,,,,,,,3.0,2.0,0.6667
tobacco,Madhya Pradesh,Panna,2001,,,,,,,,,,1.0,1.0,1.0
tobacco,Madhya Pradesh,Panna,2002,,,,,,,,,,1.0,0.01,0.01
tobacco,Madhya Pradesh,Rewa,2001,,,,,,,,,,12.0,9.0,0.75
tobacco,Madhya Pradesh,Rewa,2002,,,,,,,,,,5.0,3.0,0.6
tobacco,Madhya Pradesh,Rewa,2006,,,,,,,,,,4.0,3.0,0.75
tobacco,Madhya Pradesh,Rewa,2007,,,,,,,,,,5.0,3.0,0.6
tobacco,Madhya Pradesh,Rewa,2008,,,,,,,,,,3.0,3.0,1.0
tobacco,Madhya Pradesh,Rewa,2009,,,,,,,,,,7.0,6.0,0.8571
tobacco,Madhya Pradesh,Rewa,2010,,,,,,,,,,8.0,8.0,1.0
tobacco,Madhya Pradesh,Rewa,2011,,,,,,,,,,16.0,9.0,0.5625
tobacco,Madhya Pradesh,Rewa,2012,,,,,,,,,,6.0,5.0,0.8333
tobacco,Madhya Pradesh,Rewa,2013,,,,,,,,,,12.0,8.0,0.6667
tobacco,Madhya Pradesh,Sagar,2011,,,,,,,,,,74.0,20.0,0.2703
tobacco,Madhya Pradesh,Satna,2001,,,,,,,,,,15.0,6.0,0.4
tobacco,Madhya Pradesh,Satna,2002,,,,,,,,,,13.0,4.0,0.3077
tobacco,Madhya Pradesh,Satna,2006,,,,,,,,,,13.0,4.0,0.3077
tobacco,Madhya Pradesh,Satna,2007,,,,,,,,,,19.0,6.0,0.3158
tobacco,Madhya Pradesh,Satna,2008,,,,,,,,,,12.0,4.0,0.3333
tobacco,Madhya Pradesh,Satna,2009,,,,,,,,,,18.0,8.0,0.4444
tobacco,Madhya Pradesh,Satna,2010,,,,,,,,,,8.0,3.0,0.375
tobacco,Madhya Pradesh,Satna,2011,,,,,,,,,,10.0,3.0,0.3
tobacco,Madhya Pradesh,Satna,2012,,,,,,,,,,11.0,3.0,0.2727
tobacco,Madhya Pradesh,Satna,2013,,,,,,,,,,9.0,2.0,0.2222
tobacco,Madhya Pradesh,Shahdol,2001,,,,,,,,,,8.0756,4.7107,0.5833
tobacco,Madhya Pradesh,Shahdol,2002,,,,,,,,,,8.0756,4.7107,0.5833
tobacco,Madhya Pradesh,Shahdol,2006,,,,,,,,,,7.4026,3.3648,0.4545
tobacco,Madhya Pradesh,Shahdol,2007,,,,,,,,,,8.7485,4.0378,0.4615
tobacco,Madhya Pradesh,Shahdol,2008,,,,,,,,,,7.4026,3.3648,0.4545
tobacco,Madhya Pradesh,Shahdol,2009,,,,,,,,,,6.0567,2.6919,0.4444
tobacco,Madhya Pradesh,Shahdol,2010,,,,,,,,,,5.3837,2.6919,0.5
tobacco,Madhya Pradesh,Shahdol,2011,,,,,,,,,,3.3648,0.673,0.2
tobacco,Madhya Pradesh,Shahdol,2012,,,,,,,,,,2.6919,1.3459,0.5
tobacco,Madhya Pradesh,Shahdol,2013,,,,,,,,,,2.0189,1.3459,0.6667
tobacco,Madhya Pradesh,Shajapur,2001,,,,,,,,,,1.0,0.01,0.01
tobacco,Madhya Pradesh,Shajapur,2002,,,,,,,,,,2.0,1.0,0.5
tobacco,Madhya Pradesh,Shajapur,2006,,,,,,,,,,1.0,,
tobacco,Madhya Pradesh,Shajapur,2007,,,,,,,,,,1.0,,
tobacco,Madhya Pradesh,Shajapur,2010,,,,,,,,,,1.0,,
tobacco,Madhya Pradesh,Shajapur,2012,,,,,,,,,,8.0,3.0,0.375
tobacco,Madhya Pradesh,Sidhi,2001,,,,,,,,,,7.0,3.0,0.4286
tobacco,Madhya Pradesh,Sidhi,2002,,,,,,,,,,7.0,4.0,0.5714
tobacco,Madhya Pradesh,Sidhi,2006,,,,,,,,,,6.0,3.0,0.5
tobacco,Madhya Pradesh,Sidhi,2007,,,,,,,,,,3.0,2.0,0.6667
tobacco,Madhya Pradesh,Sidhi,2008,,,,,,,,,,2.0,1.0,0.5
tobacco,Madhya Pradesh,Sidhi,2009,,,,,,,,,,1.0,1.0,1.0
tobacco,Madhya Pradesh,Sidhi,2010,,,,,,,,,,1.0,1.0,1.0
tobacco,Madhya Pradesh,Sidhi,2012,,,,,,,,,,1.0,1.0,1.0
tobacco,Madhya Pradesh,Singrauli,2009,,,,,,,,,,1.0,1.0,1.0
tobacco,Madhya Pradesh,Ujjain,2001,,,,,,,,,,40.0,12.0,0.3
tobacco,Madhya Pradesh,Ujjain,2002,,,,,,,,,,31.0,9.0,0.2903
tobacco,Madhya Pradesh,Ujjain,2006,,,,,,,,,,37.0,20.0,0.5405
tobacco,Madhya Pradesh,Ujjain,2007,,,,,,,,,,45.0,24.0,0.5333
tobacco,Madhya Pradesh,Ujjain,2008,,,,,,,,,,25.0,13.0,0.52
tobacco,Madhya Pradesh,Ujjain,2009,,,,,,,,,,25.0,13.0,0.52
tobacco,Madhya Pradesh,Ujjain,2010,,,,,,,,,,35.0,18.0,0.5143
tobacco,Madhya Pradesh,Ujjain,2012,,,,,,,,,,27.0,14.0,0.5185
tobacco,Madhya Pradesh,Ujjain,2013,,,,,,,,,,18.0,12.0,0.6667
tobacco,Madhya Pradesh,Umaria,2001,,,,,,,,,,1.3822,0.8063,0.5833
tobacco,Madhya Pradesh,Umaria,2002,,,,,,,,,,1.3822,0.8063,0.5833
tobacco,Madhya Pradesh,Umaria,2006,,,,,,,,,,1.267,0.5759,0.4545
tobacco,Madhya Pradesh,Umaria,2007,,,,,,,,,,1.4974,0.6911,0.4615
tobacco,Madhya Pradesh,Umaria,2008,,,,,,,,,,1.267,0.5759,0.4545
tobacco,Madhya Pradesh,Umaria,2009,,,,,,,,,,1.0366,0.4607,0.4444
tobacco,Madhya Pradesh,Umaria,2010,,,,,,,,,,0.9214,0.4607,0.5
tobacco,Madhya Pradesh,Umaria,2011,,,,,,,,,,0.5759,0.1152,0.2
tobacco,Madhya Pradesh,Umaria,2012,,,,,,,,,,0.4607,0.2304,0.5
tobacco,Madhya Pradesh,Umaria,2013,,,,,,,,,,0.3455,0.2304,0.6667
tobacco,Maharashtra,Kolhapur,2013,,,,,,,,,,1500.0,1800.0,1.2
tobacco,Maharashtra,Kolhapur,2014,,,,,,,,,,1300.0,2100.0,1.6154
tobacco,Maharashtra,Kolhapur,2015,,,,,,,,,,1600.0,2800.0,1.75
tobacco,Maharashtra,Kolhapur,2016,,,,,,,,,,800.0,1100.0,1.375
tobacco,Maharashtra,Kolhapur,2017,,,,,,,,,,549.0,700.0,1.275
tobacco,Maharashtra,Kolhapur,2018,,,,,,,,,,460.0,803.0,1.7457
tobacco,Maharashtra,Kolhapur,2019,,,,,,,,,,456.0,828.0,1.8158
tobacco,Maharashtra,Kolhapur,2020,,,,,,,,,,591.0,1190.76,2.0148
tobacco,Maharashtra,Kolhapur,2021,,,,,,,,,,527.0,792.87,1.5045
tobacco,Maharashtra,Kolhapur,2022,,,,,,,,,,848.0,2236.0,2.6368
tobacco,Maharashtra,Sangli,2015,,,,,,,,,,6.0,3.0,0.5
tobacco,Meghalaya,East Garo Hills,1997,177.3034,116.3335,0.6561,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,1998,,,,,,,,,,177.3034,117.7351,0.664
tobacco,Meghalaya,East Garo Hills,1999,,,,,,,,,,178.0042,118.4359,0.6654
tobacco,Meghalaya,East Garo Hills,2000,,,,,,,,,,179.4058,116.3335,0.6484
tobacco,Meghalaya,East Garo Hills,2001,,,,,,,,,,175.9018,112.8294,0.6414
tobacco,Meghalaya,East Garo Hills,2002,,,,,,,,,,170.9962,110.0262,0.6434
tobacco,Meghalaya,East Garo Hills,2003,,,,,,,,,,166.7914,107.223,0.6429
tobacco,Meghalaya,East Garo Hills,2004,,,,,,,,,,166.0905,108.6246,0.654
tobacco,Meghalaya,East Garo Hills,2005,,,,,,,,,,161.1849,105.1206,0.6522
tobacco,Meghalaya,East Garo Hills,2006,161.1849,105.1206,0.6522,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2007,,,,,,,,,,155.5785,101.6166,0.6532
tobacco,Meghalaya,East Garo Hills,2008,,,,,,,,,,138.7592,90.4037,0.6515
tobacco,Meghalaya,East Garo Hills,2009,129.6487,84.7973,0.6541,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2010,131.0503,85.4981,0.6524,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2011,133.1528,87.6005,0.6579,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2012,161.8857,147.1688,0.9091,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2013,69.3796,64.474,0.9293,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2014,69.3796,65.8756,0.9495,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2015,69.3796,66.5764,0.9596,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2016,70.0804,67.978,0.97,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2017,70.0804,67.978,0.97,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2018,70.0804,67.978,0.97,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2019,70.0804,67.978,0.97,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2020,70.0804,67.978,0.97,,,,,,,,,
tobacco,Meghalaya,East Garo Hills,2022,75.6868,49.0563,0.6481,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,1997,75.6966,49.6665,0.6561,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,1998,,,,,,,,,,75.6966,50.2649,0.664
tobacco,Meghalaya,North Garo Hills,1999,,,,,,,,,,75.9958,50.5641,0.6654
tobacco,Meghalaya,North Garo Hills,2000,,,,,,,,,,76.5942,49.6665,0.6484
tobacco,Meghalaya,North Garo Hills,2001,,,,,,,,,,75.0982,48.1706,0.6414
tobacco,Meghalaya,North Garo Hills,2002,,,,,,,,,,73.0038,46.9738,0.6434
tobacco,Meghalaya,North Garo Hills,2003,,,,,,,,,,71.2086,45.777,0.6429
tobacco,Meghalaya,North Garo Hills,2004,,,,,,,,,,70.9095,46.3754,0.654
tobacco,Meghalaya,North Garo Hills,2005,,,,,,,,,,68.8151,44.8794,0.6522
tobacco,Meghalaya,North Garo Hills,2006,68.8151,44.8794,0.6522,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2007,,,,,,,,,,66.4215,43.3834,0.6532
tobacco,Meghalaya,North Garo Hills,2008,,,,,,,,,,59.2408,38.5963,0.6515
tobacco,Meghalaya,North Garo Hills,2009,55.3513,36.2027,0.6541,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2010,55.9497,36.5019,0.6524,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2011,56.8472,37.3995,0.6579,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2012,69.1143,62.8312,0.9091,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2013,162.6204,148.526,0.9133,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2014,163.6204,153.1244,0.9359,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2015,164.6204,155.4236,0.9441,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2016,165.9196,158.022,0.9524,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2017,166.9196,159.022,0.9527,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2018,168.9196,161.022,0.9532,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2019,168.9196,161.022,0.9532,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2020,169.9196,163.022,0.9594,,,,,,,,,
tobacco,Meghalaya,North Garo Hills,2022,171.3132,149.9437,0.8753,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,1997,94.0,53.0,0.5638,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,1998,,,,,,,,,,94.0,53.0,0.5638
tobacco,Meghalaya,South Garo Hills,1999,,,,,,,,,,92.0,52.0,0.5652
tobacco,Meghalaya,South Garo Hills,2000,,,,,,,,,,114.0,72.0,0.6316
tobacco,Meghalaya,South Garo Hills,2001,,,,,,,,,,114.0,69.0,0.6053
tobacco,Meghalaya,South Garo Hills,2002,,,,,,,,,,114.0,64.0,0.5614
tobacco,Meghalaya,South Garo Hills,2003,,,,,,,,,,114.0,64.0,0.5614
tobacco,Meghalaya,South Garo Hills,2004,,,,,,,,,,118.0,69.0,0.5847
tobacco,Meghalaya,South Garo Hills,2005,,,,,,,,,,113.0,63.0,0.5575
tobacco,Meghalaya,South Garo Hills,2006,110.0,61.0,0.5545,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2007,,,,,,,,,,105.0,58.0,0.5524
tobacco,Meghalaya,South Garo Hills,2008,,,,,,,,,,105.0,56.0,0.5333
tobacco,Meghalaya,South Garo Hills,2009,104.0,56.0,0.5385,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2010,102.0,55.0,0.5392,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2011,103.0,56.0,0.5437,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2012,125.0,99.0,0.792,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2013,126.0,101.0,0.8016,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2014,120.0,113.0,0.9417,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2015,128.0,118.0,0.9219,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2016,128.0,120.0,0.9375,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2017,128.0,120.0,0.9375,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2018,128.0,120.0,0.9375,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2019,128.0,120.0,0.9375,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2020,129.0,122.0,0.9457,,,,,,,,,
tobacco,Meghalaya,South Garo Hills,2022,128.0,119.0,0.9297,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,1997,40.4238,29.3785,0.7268,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,1998,,,,,,,,,,40.4238,29.4923,0.7296
tobacco,Meghalaya,South West Garo Hills,1999,,,,,,,,,,37.9187,26.8733,0.7087
tobacco,Meghalaya,South West Garo Hills,2000,,,,,,,,,,33.0223,22.8879,0.6931
tobacco,Meghalaya,South West Garo Hills,2001,,,,,,,,,,37.8048,26.6456,0.7048
tobacco,Meghalaya,South West Garo Hills,2002,,,,,,,,,,37.8048,26.5317,0.7018
tobacco,Meghalaya,South West Garo Hills,2003,,,,,,,,,,39.0574,27.4427,0.7026
tobacco,Meghalaya,South West Garo Hills,2004,,,,,,,,,,39.0574,27.3288,0.6997
tobacco,Meghalaya,South West Garo Hills,2005,,,,,,,,,,39.2852,27.7843,0.7072
tobacco,Meghalaya,South West Garo Hills,2006,38.8297,27.3288,0.7038,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2007,,,,,,,,,,38.7158,27.2149,0.7029
tobacco,Meghalaya,South West Garo Hills,2008,,,,,,,,,,38.0326,25.2791,0.6647
tobacco,Meghalaya,South West Garo Hills,2009,36.2107,25.0514,0.6918,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2010,35.2997,23.5711,0.6677,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2011,35.869,24.482,0.6825,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2012,43.2706,40.0822,0.9263,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2013,178.1901,173.685,0.9747,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2014,179.4178,178.2543,0.9935,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2015,179.5317,178.7098,0.9954,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2016,182.6456,182.1653,0.9974,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2017,183.6456,183.2791,0.998,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2018,183.7595,183.5069,0.9986,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2019,183.8733,183.7346,0.9992,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2020,184.9872,185.9624,1.0053,,,,,,,,,
tobacco,Meghalaya,South West Garo Hills,2022,183.8733,180.2791,0.9805,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,1997,314.5762,228.6215,0.7268,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,1998,,,,,,,,,,314.5762,229.5077,0.7296
tobacco,Meghalaya,West Garo Hills,1999,,,,,,,,,,295.0813,209.1267,0.7087
tobacco,Meghalaya,West Garo Hills,2000,,,,,,,,,,256.9777,178.1121,0.6931
tobacco,Meghalaya,West Garo Hills,2001,,,,,,,,,,294.1952,207.3544,0.7048
tobacco,Meghalaya,West Garo Hills,2002,,,,,,,,,,294.1952,206.4683,0.7018
tobacco,Meghalaya,West Garo Hills,2003,,,,,,,,,,303.9426,213.5573,0.7026
tobacco,Meghalaya,West Garo Hills,2004,,,,,,,,,,303.9426,212.6712,0.6997
tobacco,Meghalaya,West Garo Hills,2005,,,,,,,,,,305.7148,216.2157,0.7072
tobacco,Meghalaya,West Garo Hills,2006,302.1703,212.6712,0.7038,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2007,,,,,,,,,,301.2842,211.7851,0.7029
tobacco,Meghalaya,West Garo Hills,2008,,,,,,,,,,295.9674,196.7209,0.6647
tobacco,Meghalaya,West Garo Hills,2009,281.7893,194.9486,0.6918,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2010,274.7003,183.4289,0.6677,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2011,279.131,190.5179,0.6825,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2012,336.7294,311.9178,0.9263,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2013,203.8099,184.315,0.9043,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2014,205.5822,188.7457,0.9181,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2015,206.4683,192.2902,0.9313,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2016,207.3544,195.8347,0.9444,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2017,207.3544,196.7209,0.9487,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2018,208.2405,198.4931,0.9532,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2019,209.1267,200.2654,0.9576,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2020,210.0128,202.0376,0.962,,,,,,,,,
tobacco,Meghalaya,West Garo Hills,2022,209.1267,196.7209,0.9407,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,1997,10.2701,8.2823,0.8065,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,1997,20.7299,16.7177,0.8065,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,1998,,,,,,,,,,10.2701,7.951,0.7742
tobacco,Meghalaya,West Khasi Hills,1998,,,,,,,,,,20.7299,16.049,0.7742
tobacco,Meghalaya,West Khasi Hills,1999,,,,,,,,,,10.2701,9.2762,0.9032
tobacco,Meghalaya,West Khasi Hills,1999,,,,,,,,,,20.7299,18.7238,0.9032
tobacco,Meghalaya,West Khasi Hills,2000,,,,,,,,,,10.2701,9.2762,0.9032
tobacco,Meghalaya,West Khasi Hills,2000,,,,,,,,,,20.7299,18.7238,0.9032
tobacco,Meghalaya,West Khasi Hills,2001,,,,,,,,,,7.6197,4.6381,0.6087
tobacco,Meghalaya,West Khasi Hills,2001,,,,,,,,,,15.3803,9.3619,0.6087
tobacco,Meghalaya,West Khasi Hills,2002,,,,,,,,,,7.2884,4.3068,0.5909
tobacco,Meghalaya,West Khasi Hills,2002,,,,,,,,,,14.7116,8.6932,0.5909
tobacco,Meghalaya,West Khasi Hills,2003,,,,,,,,,,6.6259,3.9755,0.6
tobacco,Meghalaya,West Khasi Hills,2003,,,,,,,,,,13.3741,8.0245,0.6
tobacco,Meghalaya,West Khasi Hills,2004,,,,,,,,,,7.6197,4.3068,0.5652
tobacco,Meghalaya,West Khasi Hills,2004,,,,,,,,,,15.3803,8.6932,0.5652
tobacco,Meghalaya,West Khasi Hills,2005,,,,,,,,,,8.2823,5.3007,0.64
tobacco,Meghalaya,West Khasi Hills,2005,,,,,,,,,,16.7177,10.6993,0.64
tobacco,Meghalaya,West Khasi Hills,2006,6.6259,4.9694,0.75,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2006,13.3741,10.0306,0.75,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2007,,,,,,,,,,9.6075,7.2884,0.7586
tobacco,Meghalaya,West Khasi Hills,2007,,,,,,,,,,19.3925,14.7116,0.7586
tobacco,Meghalaya,West Khasi Hills,2008,,,,,,,,,,8.9449,9.6075,1.0741
tobacco,Meghalaya,West Khasi Hills,2008,,,,,,,,,,18.0551,19.3925,1.0741
tobacco,Meghalaya,West Khasi Hills,2009,9.2762,9.9388,1.0714,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2009,18.7238,20.0612,1.0714,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2010,10.6014,11.9265,1.125,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2010,21.3986,24.0735,1.125,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2011,10.9327,12.5891,1.1515,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2011,22.0673,25.4109,1.1515,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2012,12.9204,18.5524,1.4359,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2012,26.0796,37.4476,1.4359,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2013,13.2517,19.215,1.45,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2013,26.7483,38.785,1.45,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2014,13.583,19.8776,1.4634,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2014,27.417,40.1224,1.4634,,,,,,,,,
tobacco,Meghalaya,West Khasi Hills,2015,13.9143,21.2028,1.5238,,,,,,,,,
